Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
"SCREEN Holdings Co., Ltd. (TSE:7735)",TSE:7735,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"SCREEN Holdings Co., Ltd. (TSE:7735) - Form Doc","SCREEN Holdings Co., Ltd. develops, manufactures, sells, and maintains semiconductor production equipment in Japan. It offers wafer cleaning systems, such as wet stations, spin processors, and spin scrubbers; coat/develop trackers, including coat/develop track and spray coater products; annealing systems comprising flash lamp and laser annealers; measurement systems, such as ellipsometric and spectroscopic film thickness measurement systems; inspection systems, including wafer pattern inspection systems; and advanced packaging lithography equipment comprising direct imaging system for panel level packages, as well as display production equipment. The company also provides coater systems, roll-to-roll coaters/dryers, direct imaging systems, automatic optical inspection systems, defect verification and repair systems, automatic final visual inspection systems, and software products; high-speed inkjets, inkjet labelling printing systems, water-based inkjet systems for flexible packaging; thermal plate recorders; flexo letterpresses, hybrid AM/FM screening products, workflow solutions, Hirangino fonts, color proofing systems, and uservoice products, as well as network services. In addition, it offers artificial intelligence-enabled high-speed search systems, dictionary creation systems, and document quality improvement solutions; and image analysis and text mining visualization technologies, as well as various IT solutions. Further, the company engages in the development and sale of imaging systems, and specialized inkjet presses for tablet printing, as well as medical devices for organ transplantation; and production of membrane electrode assemblies for fuel cells and rechargeable batteries. The company was formerly known as Dainippon Screen Mfg. Co., Ltd. and changed its name to SCREEN Holdings Co., Ltd. in October 2014. SCREEN Holdings Co., Ltd. was incorporated in 1943 and is headquartered in Kyoto, Japan."
"SCREEN Semiconductor Solutions Co., Ltd.",-,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"SCREEN Holdings Co., Ltd. (TSE:7735) - Form Doc","SCREEN Semiconductor Solutions Co., Ltd. manufactures semiconductor production equipment. It offers coat/develop tracks; wafer cleaning systems that include wet stations, spin processors, scrubbers, and polymer removal systems; annealing systems, including flash lamp, infrared lamp, and laser annealers; and measurement systems, such as ellipsometric and spectrometric film thickness measurement systems. The company also provides wafer pattern inspection systems; packaging lithography; and direct imaging systems for advanced packaging. SCREEN Semiconductor Solutions Co., Ltd. was formerly known as Sokudo Co., Ltd. and changed its name to SCREEN Semiconductor Solutions Co., Ltd. in October 2014. The company was founded in 2006 and is based in Kyoto, Japan. SCREEN Semiconductor Solutions Co., Ltd. operates as a subsidiary of SCREEN Holdings Co., Ltd."
"Shin-Etsu Handotai Co., Ltd.",-,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductors,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330) 2024 Form 20-F,"Shin-Etsu Handotai Co., Ltd. manufactures and sells compound semiconductors and silicon and GaP wafers. It’s materials are used to manufacture chips for computers, consumer electronics, and telecommunications devices. It also provides engineering and support services. The company was founded in 1967 and is based in Tokyo, Japan. Shin-Etsu Handotai Co., Ltd. operates as a subsidiary of Shin-Etsu Chemical Co., Ltd."
Siltronic AG (XTRA:WAF),XTRA:WAF,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,Siltronic AG (XTRA:WAF) - Form Doc,"Siltronic AG, together with its subsidiaries, provides hyperpure semiconductor silicon wafers in Germany, rest of Europe, the United States, Taiwan and Mainland China, Korea, and Rest of Asia. It offers polished and epitaxial wafers. The company provides special products, such as Ultimate Silicon, an optimal crystal for polished wafers; Float zone/FZ, a wafer product based on the float zone method; and HIREF that offers low microroughness, and low-defect surface structure. Its products are used in computers, smartphones, industrial equipment, wind turbines, and cars with and without electric drives. The company was formerly known as Wacker Siltronic AG and changed its name to Siltronic AG in 2004. Siltronic AG was founded in 1953 and is headquartered in Munich, Germany."
Soitec Microelectronics Singapore Pte. Ltd.,-,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductors,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330) 2024 Form 20-F,Mfg Semiconductors/Related Devices
Southern Taiwan Science Park Administration,-,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Lessor,,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330) 2024 Form 20-F,There is no business description for this supplier.
Sumco Corporation (TSE:3436),TSE:3436,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330) 2024 Form 20-F,"Sumco Corporation manufactures and sells silicon wafers for the semiconductor industry in Japan, the United States, China, Taiwan, Korea, and internationally. The company offers polished, annealed, epitaxial, junction isolated, silicon-on-insulator, and reclaimed polished wafers, as well as provides monocrystalline ingots. Sumco Corporation was formerly known as Sumitomo Mitsubishi Silicon Corp. and changed its name to Sumco Corporation in August 2005. The company was incorporated in 1999 and is headquartered in Tokyo, Japan."
Systems on Silicon Manufacturing Co. Pte. Ltd.,-,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductors,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330) 2024 Form 20-F,"Systems on Silicon Manufacturing Co. Pte. Ltd. provides semiconductor fabrication solutions. The company offers technology solutions in the areas of automotive, Internet of things, e-security, mobile devices, wearable technology, and public transport. Systems on Silicon Manufacturing Co. Pte. Ltd. was formerly known as PT Semiconductor Manufacturing Company Pte Ltd. and changed its name to Systems on Silicon Manufacturing Co. Pte. Ltd. in March 1999. The company was incorporated in 1998 and is based in Singapore. Systems on Silicon Manufacturing Co. Pte. Ltd. operates as a subsidiary of NXP Semiconductors N.V."
Taiwan Cogeneration Corporation (TWSE:8926),TWSE:8926,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Independent Power Producers and Energy Traders,Taiwan Cogeneration Corporation (TWSE:8926) 2024 Form Doc,"Taiwan Cogeneration Corporation, together with its subsidiaries, engages in the operation and management of cogeneration plants in Taiwan. It operates through Guantian Cogeneration Plant, and Construction and Consulting Services segments. The company also offers engineering, planning, design, procurement, installation, construction, and financing planning of cogeneration plants, as well as engages in the environmental protection and procurement of fuel for cogeneration systems and related businesses. In addition, it provides cogeneration research and development, and related technical and consultation services; manufactures, assembles, leases, installs, repairs, and sells cogeneration equipment; and installs electric equipment and power engineering projects; invests in geothermal and green power plants; and generates wind and solar power energy. Further, the company invests in cogeneration plants, as well as trades in related products. Taiwan Cogeneration Corporation was founded in 1992 and is based in Taipei, Taiwan."
Taiwan Cogeneration Corporation (TWSE:8926),TWSE:8926,VisEra Technologies Company Ltd. (TWSE:6789),"Subsidiary/Investment
                         ",Supplier,Independent Power Producers and Energy Traders,Taiwan Cogeneration Corporation (TWSE:8926) 2024 Form Doc,"Taiwan Cogeneration Corporation, together with its subsidiaries, engages in the operation and management of cogeneration plants in Taiwan. It operates through Guantian Cogeneration Plant, and Construction and Consulting Services segments. The company also offers engineering, planning, design, procurement, installation, construction, and financing planning of cogeneration plants, as well as engages in the environmental protection and procurement of fuel for cogeneration systems and related businesses. In addition, it provides cogeneration research and development, and related technical and consultation services; manufactures, assembles, leases, installs, repairs, and sells cogeneration equipment; and installs electric equipment and power engineering projects; invests in geothermal and green power plants; and generates wind and solar power energy. Further, the company invests in cogeneration plants, as well as trades in related products. Taiwan Cogeneration Corporation was founded in 1992 and is based in Taipei, Taiwan."
Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),TWSE:2330,VisEra Technologies Company Ltd. (TWSE:6789),"Subsidiary/Investment
                         ",Supplier,Semiconductors,VisEra Technologies Company Ltd. (TWSE:6789) 2024 Form Doc,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides a range of wafer fabrication processes, including processes to manufacture complementary metal- oxide-semiconductor (CMOS) logic, mixed-signal, radio frequency, embedded memory, bipolar CMOS mixed-signal, and others. The company also offers customer and engineering support services; manufactures masks; and invests in technology start-up companies; researches, designs, develops, manufactures, packages, tests, and sells color filters; and provides investment services. Its products are used in high performance computing, smartphones, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan."
"Teradyne, Inc. (NasdaqGS:TER)",NasdaqGS:TER,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"Teradyne, Inc. (NasdaqGS:TER) 2024 Form 10-K","Teradyne, Inc. designs, develops, manufactures, and sells automated test systems and robotics products worldwide. It operates through four segments; Semiconductor Test, System Test, Robotics, and Wireless Test. The Semiconductor Test segment offers products and services for wafer level and device package testing of semiconductor devices in automotive, industrial, communications, consumer, smartphones, cloud, computer and electronic game, and other applications. This segment also provides FLEX test platform systems; J750 test system to address the volume semiconductor devices, including microcontrollers; Magnum platform that tests memory devices, such as flash memory and DRAM; and ETS platform for semiconductor manufacturers, and assembly and test subcontractors in the analog/mixed signal markets. It serves integrated device manufacturers that integrate the fabrication of silicon wafers into their business; fabless companies that outsource the manufacturing of silicon wafers; foundries; and semiconductor assembly and test providers. The System Test segment offers defense/aerospace test instrumentation and systems; storage and system level test systems; and circuit-board test and inspection systems. The Wireless Test segment provides wireless test solutions for silicon validation, wireless module manufacturing, and wireless end device manufacturing under the LitePoint brand. This segment also offers IQxel-MX and IQxel-MW7G series products for edge measurement performance in the manufacturing of connectivity products; IQxstream-5G and IQgig-5G family products to support 4G and 5G technologies; and IQgig-UWB+ for certification and manufacturing test support for ultra wideband products. The Robotics segment provides collaborative robotic arms, autonomous mobile robots, and advanced robotic control software for manufacturing, logistics, and industrial customers. The company was incorporated in 1960 and is headquartered in North Reading, Massachusetts."
Tokyo Electron Limited (TSE:8035),TSE:8035,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,Tokyo Electron Limited (TSE:8035) - Form Doc,"Tokyo Electron Limited, together with its subsidiaries, develops, manufactures, and sells semiconductor and flat panel display (FPD) production equipment in Japan, Europe, North America, Taiwan, China, South Korea, Southeast Asia, and internationally. The company offers coaters/developers, etch systems, surface preparation systems, deposition systems, test systems, wafer bonders/debonders, wafer edge trimming, SiC epitaxial CVD systems, gas cluster ion beam system, and cleaning systems. It also provides plasma etch/ash systems for use in the manufacture of FPDs, as well as inkjet printing systems for manufacturing OLED displays. In addition, the company offers delivery, facility management, and non-life insurance services; sells semiconductor products, board computer products, software, and other electronic components; sells and supports network/storage/middleware related solutions; and develops, manufactures, and sells magnetic annealing systems. Tokyo Electron Limited was incorporated in 1951 and is headquartered in Tokyo, Japan."
"TSC Auto ID Technology Co., Ltd. (TPEX:3611)",TPEX:3611,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,"Technology Hardware, Storage and Peripherals","TSC Auto ID Technology Co., Ltd. (TPEX:3611) 2024 Form Doc","TSC Auto ID Technology Co., Ltd. engages in the research and development, manufacture, and marketing of barcode printers and related peripheral accessories to customers in the automatic identification system industry market worldwide. The company offers desktop, industrial, enterprise, and mobile printers; print engine and modules, color label printers, barcode inspection, RFID solutions, and keyboards; software solutions; and stock labels, custom labels, and thermal solutions. It serves medical, retail, transportation, warehouse and fulfillment, logistics, manufacturing, entertainment and hospitality, healthcare, cannabis, food and beverage, and automotive sectors. TSC Auto ID Technology Co., Ltd. was founded in 1991 and is headquartered in New Taipei City, Taiwan."
Tung Ho Steel Enterprise Corporation (TWSE:2006),TWSE:2006,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Steel,Tung Ho Steel Enterprise Corporation (TWSE:2006) 2024 Form Doc,"Tung Ho Steel Enterprise Corporation, together with its subsidiaries, produces and sells steel products in Taiwan. It offers re-bars, such as round bar, screwed re-bar, and deformed steel re-bar products for building projects; and formed steel products, including H-beams, I-beams, channel beams, and U-beams; plate-type steel products. The company also provides processing services, such as rebar cutting, bending, processing, forming, friction welding, welded steel mesh, and built-up H-beam. The company was founded in 1946 and is headquartered in Taipei, Taiwan."
United Industrial Gases Co. Ltd,-,VisEra Technologies Company Ltd. (TWSE:6789),"Subsidiary/Investment
                         ",Supplier,Commodity Chemicals,VisEra Technologies Company Ltd. (TWSE:6789) 2024 Form Doc,"United Industrial Gases Co., Ltd. is based in Hsinchu City, Taiwan. United Industrial Gases Co., Ltd operates as a subsidiary of Linde plc"
Vanguard International Semiconductor Corporation (TPEX:5347),TPEX:5347,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductors,Vanguard International Semiconductor Corporation (TPEX:5347) 2024 Form Doc,"Vanguard International Semiconductor Corporation, together with its subsidiaries, engages in manufacturing, selling, packaging, testing, and computer-aided design of integrated circuits and other semiconductor devices in Taiwan and internationally. The company offers a range of foundry process technologies, including high voltage, ultra-high voltage, bipolar CMOS DMOS (BCD), silicon on insulator (SOI), discrete, logic, mixed-signal, analog, and embedded memory, as well as manufactures and sells masks. Its services include multiple project wafer services; mask services comprising frame generation, mask making, and mask repairing; backend services, including front-side metallization, back side grinding and metallization, chip probe, Gan back end, WLCSP and RDL, and backend solutions; and automotive services, as well as provides intelligent manufacturing and management services. Vanguard International Semiconductor Corporation has strategic agreement with the Episil Technologies for the research, development, and production of silicon carbide (SiC) wafers for compound semiconductors. Vanguard International Semiconductor Corporation was incorporated in 1994 and is headquartered in Hsinchu City, Taiwan."
VisEra Technologies Company Ltd. (TWSE:6789),TWSE:6789,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Landlord,Semiconductors,VisEra Technologies Company Ltd. (TWSE:6789) 2024 Form Doc,"VisEra Technologies Company Ltd. manufactures and sells electronic spare parts in Taiwan, rest of Asia, Europe, and the United States. The company engages in designing, researching, developing, manufacturing, packaging, testing, and selling of color filters. It also offers image sensor, optical finger print sensors, light sensors, and time of flight sensors; and wafer level testing and wafer level optical thin film services. In addition, the company provides optical component manufacturing, simulation, integration, wafer level characterization, and customized services. Its products are used in automotive, security, augmented and virtual reality, and smart home applications, as well as mobile phones and biomedical sensors. The company was incorporated in 2003 and is headquartered in Hsinchu City, Taiwan. VisEra Technologies Company Ltd. is a subsidiary of Taiwan Semiconductor Manufacturing Company Limited."
VisEra Technologies Company Ltd. (TWSE:6789),TWSE:6789,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductors,VisEra Technologies Company Ltd. (TWSE:6789) 2024 Form Doc,"VisEra Technologies Company Ltd. manufactures and sells electronic spare parts in Taiwan, rest of Asia, Europe, and the United States. The company engages in designing, researching, developing, manufacturing, packaging, testing, and selling of color filters. It also offers image sensor, optical finger print sensors, light sensors, and time of flight sensors; and wafer level testing and wafer level optical thin film services. In addition, the company provides optical component manufacturing, simulation, integration, wafer level characterization, and customized services. Its products are used in automotive, security, augmented and virtual reality, and smart home applications, as well as mobile phones and biomedical sensors. The company was incorporated in 2003 and is headquartered in Hsinchu City, Taiwan. VisEra Technologies Company Ltd. is a subsidiary of Taiwan Semiconductor Manufacturing Company Limited."
Wholetech System Hitech Limited (TPEX:3402),TPEX:3402,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductor Materials and Equipment,Wholetech System Hitech Limited (TPEX:3402) 2024 Form Doc,"Wholetech System Hitech Limited provides turnkey and system integration services in Taiwan, China, and Singapore. It offers general gas, special gas automatic supply systems, vacuum systems, chemical gas systems, and new factory construction and equipment products, as well as special gas supply pipeline systems, bulk gas supply systems, main systems, secondary piping of high vacuum, exhaust, and other pipeline systems; clean room system engineering, mechanical and electrical systems engineering, process exhaust system, PCW system, fire fighting systems, and ice water systems; and vacuum piping systems, related accessories and valves, vacuum fittings, and deposit improvement services. The company also provides gas bottle cabinets and racks, and VMP/P systems; monitoring hardware and software, such as GIS, HPM, FMCS, and heating zone planning and sales; and IoT mobile smart facility system and software and customized application software development services. In addition, it provides wet process equipment and chemical supply systems comprising semiconductors, LEDs, solar panels, and LCD panels. The company was formerly known as Wholetech Engineering Co., Ltd. and changed its name to Wholetech System Hitech Limited in 2001. Wholetech System Hitech Limited was incorporated in 1990 and is headquartered in Hsinchu City, Taiwan."
Xintec Inc. (TPEX:3374),TPEX:3374,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),"Self
                         ",Supplier,Semiconductors,Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330) 2024 Form 20-F,"Xintec Inc. operates as a wafer level chip scale packaging company in Asia, the United States, and Europe. The company offers wafer level chip scale packaging for image and environmental sensors; wafer level post passivation interconnection for fingerprint and actuator sensors, micro-electromechanical components, power, analog, and RF components; and wafer testing services. It also provides optical sensor chip scale packaging services comprising side-wall interconnect and through silicon via RDL interconnect products, various glass thickness and filters, and glass bonding to wafer with or without cavity; FSI/BSI/stack wafer reconstruction for mobile, automotive, and consumer applications; and wafer reconstruction with a glass lid for automotive applications. In addition, the company provides micro-electromechanical systems sensor packaging services, such as wafer thinning and bonded wafer partial dicing to reveal bonding pad; CSP, using via last TSV to connect pad on wafer surface toward backside; and dry etching silicon to form large cavities to derive product performance needs; as well as 3D I/O redistribution, power ground enhancement, and dual side connection services. Its products are used in tablets, notebooks, computers, and medical applications. Xintec Inc. was incorporated in 1998 and is headquartered in Taoyuan City, Taiwan."
Xintec Inc. (TPEX:3374),TPEX:3374,VisEra Technologies Company Ltd. (TWSE:6789),"Subsidiary/Investment
                         ",Supplier,Semiconductors,VisEra Technologies Company Ltd. (TWSE:6789) 2024 Form Doc,"Xintec Inc. operates as a wafer level chip scale packaging company in Asia, the United States, and Europe. The company offers wafer level chip scale packaging for image and environmental sensors; wafer level post passivation interconnection for fingerprint and actuator sensors, micro-electromechanical components, power, analog, and RF components; and wafer testing services. It also provides optical sensor chip scale packaging services comprising side-wall interconnect and through silicon via RDL interconnect products, various glass thickness and filters, and glass bonding to wafer with or without cavity; FSI/BSI/stack wafer reconstruction for mobile, automotive, and consumer applications; and wafer reconstruction with a glass lid for automotive applications. In addition, the company provides micro-electromechanical systems sensor packaging services, such as wafer thinning and bonded wafer partial dicing to reveal bonding pad; CSP, using via last TSV to connect pad on wafer surface toward backside; and dry etching silicon to form large cavities to derive product performance needs; as well as 3D I/O redistribution, power ground enhancement, and dual side connection services. Its products are used in tablets, notebooks, computers, and medical applications. Xintec Inc. was incorporated in 1998 and is headquartered in Taoyuan City, Taiwan."
*denotes proprietary relationship,,,,,,,
