Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
Gemdale Properties and Investment Corporation Limited (SEHK:535),SEHK:535,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Landlord,Diversified Real Estate Activities,Gemdale Properties and Investment Corporation Limited (SEHK:535) 2024 Form Doc,"Gemdale Properties and Investment Corporation Limited, an investment holding company, engages in the property investment, development, and management activities in Mainland China. The company operates through Property Development, Property Investment and Management, and Other segments. It develops and sells residential and commercial properties; and invests in and manages business parks and commercial properties, as well as offers financial services to property buyers and small businesses. The company was formerly known as Frasers Property (China) Limited and changed its name to Gemdale Properties and Investment Corporation Limited in March 2013. Gemdale Properties and Investment Corporation Limited was incorporated in 1990 and is headquartered in Central, Hong Kong."
"Giga-Byte Technology Co., Ltd. (TWSE:2376)",TWSE:2376,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Giga-Byte Technology Co., Ltd. (TWSE:2376) 2014 Form Doc","Giga-Byte Technology Co., Ltd., together with its subsidiaries, manufactures, processes, and trades in computer peripherals and component parts in Taiwan, Europe, the United States, Canada, China, and internationally. It operates through Global Brand Business Group; and Other Business Group segments. The company offers mother boards, graphic cards, laptops, desktops, and monitors. It also provides PC peripherals, such as keyboards, mouse products, headsets, and gaming chairs; and PC components comprising PC cases, CPU coolers, power supply products, and memory and SSD products, as well as DIY kits. In addition, the company offers server and workstation motherboards; rack, GPU, high density, arm, storage, network, hyper-converged, computing, hybrid/private cloud, and edge servers; tower servers/workstation products; direct and single-phase immersion cooling; data center products; accessories; and e-mobility, visual computing, AI platform, and embedded computing solutions. Further, it develops and sells main boards, interface cards, network and communication products, notebooks, and cell phones; promotes and repairs computer information products; manufactures and sells bicycle and parts, and mold and industrial plastic products; operates an e-commerce platform; and recycles and sells renewable resources. Additionally, the company provides solutions to AI and AIOT, cloud, networking/5G, and cooling applications; and 5G and telecom, automotive, creative & gaming, data center, education, enterprise, healthcare, manufacturing, and retail industries, as well as public sector. Giga-Byte Technology Co., Ltd. was founded in 1986 and is headquartered in New Taipei City, Taiwan."
"Gudeng Precision Industrial Co., Ltd. (TPEX:3680)",TPEX:3680,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductor Materials and Equipment,"Gudeng Precision Industrial Co., Ltd. (TPEX:3680) 2024 Form Doc","Gudeng Precision Industrial Co., Ltd. provides technology services worldwide. It offers wafer handling solutions, including shipping boxes, cassette boxes, wafer cassettes, and front opening wafer transfer boxes, as well as FOUP products; and reticle handling solutions, such as reticle boxes, nikon / canon reticle boxes, RSP 150, RSP 200, EUV PODs, TFT-LCD large size reticle boxes, assembled large-size reticle boxes, and other accessories. The company also provides cleaning, inspection, and maintenance services for its reticle and wafer handling products. In addition, it engages in the manufacture, trading, repair, and maintenance of various precision instruments; development, leasing, and sale of industrial plant, residential, building, and other real estate properties; sale of plastic and electronic products; sale and maintenance of automobiles; trading of various alcohol and aluminum foil products; and provision of investment, venture capital, and management consulting services. Gudeng Precision Industrial Co., Ltd. was incorporated in 1998 and is headquartered in New Taipei City, Taiwan."
"Ibiden Co.,Ltd. (TSE:4062)",TSE:4062,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Electronic Components,"Ibiden Co.,Ltd. (TSE:4062) - Form Doc","Ibiden Co.,Ltd. provides electronic and ceramics products in Japan, rest of Asia, North America, Europe, and internationally. The company offers IC package substrate for use in personal computers, data centers, and AI applications; motherboard and printed wiring boards; automotive exhaust system components, including diesel particulate filters; substrate holding mats; high temperature insulation materials; and graphite specialty products. It also provides decorative interior laminates for use in residential housing equipment, commercial facilities, offices, and hospitals. In addition, the company engages in the construction and maintenance of the renewable energy facilities; construction business; environmental engineering technology business; medical software package development; sale of information and communication terminals; and sale of welfare vehicles. Further, it engages in the solar and hydroelectric power generation. The company was formerly known as Ibigawa Electric Power Co., Ltd. and changed its name to Ibiden Co.,Ltd. in November 1982. The company was incorporated in 1912 and is headquartered in Ogaki, Japan."
"iMotion Automotive Technology (Suzhou) Co., Ltd. (SEHK:1274)",SEHK:1274,Mobileye N.V.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"iMotion Automotive Technology (Suzhou) Co., Ltd. (SEHK:1274) 2023 Form Doc","iMotion Automotive Technology (Suzhou) Co., Ltd. develops, manufactures, and sells autonomous driving (AD) products and solutions in the People’s Republic of China. The company’s autonomous driving solutions includes AD domain controller; associated sensors; integrated software, algorithms, and functions; and other services, such as sensor implementation, vehicle systems integration, and function testing and validation. It also provides SuperVision, a point-to-point assisted driving navigation solution on various road types; and iDC Series, a self-developed AD domain controller product lines that integrates high-speed driving and low-speed parking functions. In addition, the company offers iFC Series, a solution for level 2 autonomous driving, which comprises lane centering control, adaptive cruise control, emergency lane keeping, and automatic emergency braking functions. It serves original equipment manufacturers. The company was incorporated in 2016 and is headquartered in Suzhou, China."
"Impinj, Inc. (NasdaqGS:PI)",NasdaqGS:PI,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductors,"Impinj, Inc. (NasdaqGS:PI) 2023 Form 10-K","Impinj, Inc. operates a cloud connectivity platform in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. Its platform wirelessly connects items and delivers data about the connected items to business and consumer applications. The company’s platform comprises endpoint ICs, a miniature radios-on-a-chip that attaches to a host item and includes a number to identify the item. Its platform also consists of systems products that consists of reader ICs, readers, and gateways to wirelessly provide power to and communicate bidirectionally with endpoint ICs on host items, as well as to read, write, authenticate, and engage the endpoint ICs on those items; and software and algorithms that enable its partners to solve enterprise business problems, such as retail self-checkout and loss prevention. The company primarily serves retail, supply chain and logistics, automotive, aviation, banking, datacenters, food, healthcare, industrial and manufacturing, linen and uniform tracking, sports, and travel industries through original equipment and device manufacturers, tag service bureaus, systems integrators, value-added resellers, independent software vendors, and other solution partners. Impinj, Inc. was incorporated in 2000 and is headquartered in Seattle, Washington."
Intel Corporation (NasdaqGS:INTC),NasdaqGS:INTC,Mobileye Global Inc. (NasdaqGS:MBLY),"Subsidiary/Investment
                         ",Lessor,Semiconductors,Mobileye Global Inc. (NasdaqGS:MBLY) 2023 Form 10-K,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide. It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments. The company’s products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products. It also offers silicon devices and software products; and optimization solutions for workloads, such as AI, cryptography, security, storage, networking, and leverages various features supporting diverse compute environments. In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards. Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge. The company serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers. It has a strategic agreement with Synopsys, Inc. to develop EDA and IP solutions; and ARM that enables chip designers to build optimized compute SoCs on the Intel 18A process. Intel Corporation was incorporated in 1968 and is headquartered in Santa Clara, California."
Intel Corporation (NasdaqGS:INTC),NasdaqGS:INTC,Mobileye Global Inc. (NasdaqGS:MBLY),"Subsidiary/Investment
                         ",Licensor,Semiconductors,Mobileye Global Inc. (NasdaqGS:MBLY) 2024 Form 10-K,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide. It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments. The company’s products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products. It also offers silicon devices and software products; and optimization solutions for workloads, such as AI, cryptography, security, storage, networking, and leverages various features supporting diverse compute environments. In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards. Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge. The company serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers. It has a strategic agreement with Synopsys, Inc. to develop EDA and IP solutions; and ARM that enables chip designers to build optimized compute SoCs on the Intel 18A process. Intel Corporation was incorporated in 1968 and is headquartered in Santa Clara, California."
Intel Corporation (NasdaqGS:INTC),NasdaqGS:INTC,Mobileye Global Inc. (NasdaqGS:MBLY),"Subsidiary/Investment
                         ",Vendor,Semiconductors,Mobileye Global Inc. (NasdaqGS:MBLY) 2024 Form 10-K,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide. It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments. The company’s products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products. It also offers silicon devices and software products; and optimization solutions for workloads, such as AI, cryptography, security, storage, networking, and leverages various features supporting diverse compute environments. In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards. Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge. The company serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers. It has a strategic agreement with Synopsys, Inc. to develop EDA and IP solutions; and ARM that enables chip designers to build optimized compute SoCs on the Intel 18A process. Intel Corporation was incorporated in 1968 and is headquartered in Santa Clara, California."
Intel Corporation (NasdaqGS:INTC),NasdaqGS:INTC,MobilEye Vision Technologies Ltd.,"Subsidiary/Investment
                         ",Licensor,Semiconductors,Mobileye Global Inc. (NasdaqGS:MBLY) 2023 Form 10-K,"Intel Corporation designs, develops, manufactures, markets, and sells computing and related products and services worldwide. It operates through Client Computing Group, Data Center and AI, Network and Edge, Mobileye, and Intel Foundry Services segments. The company’s products portfolio comprises central processing units and chipsets, system-on-chips (SoCs), and multichip packages; mobile and desktop processors; hardware products comprising graphics processing units (GPUs), domain-specific accelerators, and field programmable gate arrays (FPGAs); and memory and storage, connectivity and networking, and other semiconductor products. It also offers silicon devices and software products; and optimization solutions for workloads, such as AI, cryptography, security, storage, networking, and leverages various features supporting diverse compute environments. In addition, the company develops and deploys advanced driver assistance systems (ADAS), and autonomous driving technologies and solutions; and provides advanced process technologies backed by an ecosystem of IP, EDA, and design services, as well as systems of chips, including advanced packaging technologies, software and accelerate bring-up, and integration of chips and driving standards. Further, it delivers and deploys intelligent edge platforms that allow developers to achieve agility and drive automation using AI for efficient operations with data integrity, as well as provides hardware and software platforms, tools, and ecosystem partnerships for digital transformation from the cloud to edge. The company serves original equipment manufacturers, original design manufacturers, cloud service providers, and other manufacturers and service providers. It has a strategic agreement with Synopsys, Inc. to develop EDA and IP solutions; and ARM that enables chip designers to build optimized compute SoCs on the Intel 18A process. Intel Corporation was incorporated in 1968 and is headquartered in Santa Clara, California."
Israel,-,Mobileye Global Inc. (NasdaqGS:MBLY),"Subsidiary/Investment
                         ",Lessor,Diversified Support Services,Mobileye Global Inc. (NasdaqGS:MBLY) 2023 Form 10-K,There is no business description for this supplier.
"Keysight Technologies, Inc. (NYSE:KEYS)",NYSE:KEYS,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Electronic Equipment and Instruments,Key DevelopmentClient Announcements Dec-07-2022,"Keysight Technologies, Inc. provides electronic design and test solutions to commercial communications, networking, aerospace, defense and government, automotive, energy, semiconductor, electronic, and education industries in the Americas, Europe, and the Asia Pacific. The company operates in two segments, Communications Solutions Group and Electronic Industrial Solutions Group. It offers electronic design automation (EDA) software; instrument measurement software, instrument workflow software, and software testing; digital multimeter, phase noise measurement, power meters and power sensors, counters, LCR meters and impedance measurement products, and electrometers; and spectrum analyzers, network analyzers, logic analyzers, protocol analyzers and exercisers, bit error ratio testers, noise figure analyzers, AC and DC power analyzers, materials test equipment, device current waveform analyzers, and curve tracers. The company also provides waveform and function generators, arbitrary waveform generators, DC power supplies, and DC electronic loads; wireless drive test, radio access and core network test, wireless analyzers, wireless network emulators, and over-the-air test; application and threat intelligence, cloud test, cyber training simulator, network test hardware, synthetic traffic generators, protocol and load test, network security test, and network modeling; bypass switches, clock synchronization, cloud visibility, network and application monitoring, network packet brokers, and network taps; and application-specific test systems, photonic test and measurement products, and MMIC millimeter-wave and microwave devices. In addition, it offers product support, technical support, installation, training, engineering, and integration services. The company sells its products through direct sales force, distributors, resellers, and manufacturer's representatives. Keysight Technologies, Inc. was founded in 1939 and is headquartered in Santa Rosa, California."
Lam Research Corporation (NasdaqGS:LRCX),NasdaqGS:LRCX,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductor Materials and Equipment,Lam Research Corporation (NasdaqGS:LRCX) 2023 Form 10-K,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits. The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper interconnect transition that offers copper damascene manufacturing; and VECTOR plasma-enhanced CVD products. It also provides SPEED gapfill high-density plasma chemical vapor deposition products; and Striker single-wafer atomic layer deposition products for dielectric film solutions. In addition, the company offers Flex for dielectric etch applications; Vantex, a dielectric etch system that provides RF technology and repeatable wafer-to-wafer performance enabled by Equipment Intelligence solutions; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. Further, it provides Coronus bevel clean products to enhance die yield; and Da Vinci, DV-Prime, EOS, and SP series products to address various wafer cleaning applications. The company sells its products in the United States, China, Europe, Japan, Korea, Southeast Asia, and Taiwan. Lam Research Corporation was incorporated in 1980 and is headquartered in Fremont, California."
"Loyalty Founder Enterprise Co.,Ltd. (TPEX:5465)",TPEX:5465,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Loyalty Founder Enterprise Co.,Ltd. (TPEX:5465) 2024 Form Doc","Loyalty Founder Enterprise Co.,Ltd. engages in the manufacture, processing, and sale of precision steel molds and stamping die products for computers and server chassis in Taiwan, the United States, and Mainland China. It offers data storage and processing equipment, as well as computers, server chassis, and power supplies products. In addition, the company is involved in general investments activities; import, exports, and sale of computers, server chassis, and associated components, as well as keyboards, scanners, molds, and other components; and manufacture, import, and export of electronics, optoelectronic products, precision dies, and precision injection parts. The company was founded in 1979 and is based in Tainan City, Taiwan."
Malam - Team Ltd (TASE:MLTM),TASE:MLTM,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,IT Consulting and Other Services,Malam - Team Ltd (TASE:MLTM) - Form ,"Malam - Team Ltd provides information technology services in Israel. The company offers solutions for pension savings, payroll systems, attendance systems, human resources systems, SAP solutions, payroll accountants, and management of provident fund operations, as well as outsourcing and managed services. It also provides infrastructure and integration services, including consulting, architecting, designing, and implementing system-based solutions, as well as infrastructure software, communications, information security, Internet of Things, control and monitoring systems, OEM, public transport, systems engineering, and printing solutions. In addition, the company offers BI and big data improving business performance, Salesforce, Agilepoint, customer relationship management, enterprise resource planning, application virtualization and secure browsing, disaster recovery, CAD, customs clearance management, central management solutions, guidance and training, management of information and documents, product lifecycle management, mobile application development, and human capital management solutions, as well as software solutions for managing infrastructure and organizational processes. Further, the company provides software development services, such as development solutions for advanced applications for various types of devices and operating systems; digital solutions; Microsoft-based technology solutions for organization infrastructures; managing, ticketing, and sharing information; legal processes and debt collection solutions; OpenSource environment; guidance and training solutions for decision making and security probes; and mainframe customer solutions, as well as development services for JAVA and Oracle. Additionally, it offers cyber and communication solutions, such as information security software solutions; and cloud computing solutions. Malam - Team Ltd was incorporated in 1972 and is headquartered in Petah Tikva, Israel."
"MCNEX Co., Ltd (KOSE:A097520)",KOSE:A097520,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Electronic Components,"MCNEX Co., Ltd (KOSE:A097520) - Form ","MCNEX Co., Ltd manufactures and sells camera modules in South Korea and internationally. The company offers mobile and automotive camera modules. It also offers actuator, biometric sensing, and IOT solutions. In addition, the company provides AR, VR, and 3D solutions. MCNEX Co., Ltd was founded in 2004 and is based in Incheon, South Korea."
"MK Electron Co., Ltd. (KOSDAQ:A033160)",KOSDAQ:A033160,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductors,"MK Electron Co., Ltd. (KOSDAQ:A033160) - Form ","MK Electron Co., Ltd. develops, manufactures, and markets semiconductor materials in Korea, Taiwan, China, and Southeast Asia. It offers bonding wires and solders balls, including gold bonding wires, copper bonding wires, AG based wires, and advanced Au-Ag-alloy bonding wires, as well as sputtering target products made of gold based alloy, and evaporation materials. The company provides CCSB, solder paste, and solder bar. MK Electron Co., Ltd. was founded in 1982 and is based in Yongin-si, South Korea."
Mobileye Global Inc. (NasdaqGS:MBLY),NasdaqGS:MBLY,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Creditor,Automotive Parts and Equipment,Mobileye Global Inc. (NasdaqGS:MBLY) 2024 Form 10-K,"Mobileye Global Inc. develops and deploys advanced driver assistance systems (ADAS) and autonomous driving technologies and solutions worldwide. The company operates through Mobileye and Other segments. It offers Driver Assist comprising ADAS and autonomous vehicle solutions that covers safety features, such as real-time detection of road users, geometry, semantics, and markings to provide safety alerts and emergency interventions; Cloud-Enhanced Driver Assist, a solution for drivers with interpretations of a scene in real-time; Mobileye SuperVision Lite, a navigation and assisted driving solution; and Mobileye SuperVision, an operational point-to-point assisted driving navigation solution on various road types and includes cloud-based enhancements, such as road experience management. The company also provides Mobileye Chauffeur, a first-generation solution for eyes-off/hands-off driving with a human driver still in the driver’s seat; Mobileye Drive, a self-driving system comprising of radar and lidar subsystems, as well as collision avoidance systems, including Mobileye 8 Connect for light and medium-duty vehicles, and Mobileye Shield+ for large vehicles. It serves original equipment manufacturers. The company was founded in 1999 and is headquartered in Jerusalem, Israel. Mobileye Global Inc. operates as a subsidiary of Intel Overseas Funding Corporation."
Mobileye Global Inc. (NasdaqGS:MBLY),NasdaqGS:MBLY,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Licensor,Automotive Parts and Equipment,Mobileye Global Inc. (NasdaqGS:MBLY) 2024 Form 10-K,"Mobileye Global Inc. develops and deploys advanced driver assistance systems (ADAS) and autonomous driving technologies and solutions worldwide. The company operates through Mobileye and Other segments. It offers Driver Assist comprising ADAS and autonomous vehicle solutions that covers safety features, such as real-time detection of road users, geometry, semantics, and markings to provide safety alerts and emergency interventions; Cloud-Enhanced Driver Assist, a solution for drivers with interpretations of a scene in real-time; Mobileye SuperVision Lite, a navigation and assisted driving solution; and Mobileye SuperVision, an operational point-to-point assisted driving navigation solution on various road types and includes cloud-based enhancements, such as road experience management. The company also provides Mobileye Chauffeur, a first-generation solution for eyes-off/hands-off driving with a human driver still in the driver’s seat; Mobileye Drive, a self-driving system comprising of radar and lidar subsystems, as well as collision avoidance systems, including Mobileye 8 Connect for light and medium-duty vehicles, and Mobileye Shield+ for large vehicles. It serves original equipment manufacturers. The company was founded in 1999 and is headquartered in Jerusalem, Israel. Mobileye Global Inc. operates as a subsidiary of Intel Overseas Funding Corporation."
Mobileye Global Inc. (NasdaqGS:MBLY),NasdaqGS:MBLY,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Automotive Parts and Equipment,Mobileye Global Inc. (NasdaqGS:MBLY) 2024 Form 10-K,"Mobileye Global Inc. develops and deploys advanced driver assistance systems (ADAS) and autonomous driving technologies and solutions worldwide. The company operates through Mobileye and Other segments. It offers Driver Assist comprising ADAS and autonomous vehicle solutions that covers safety features, such as real-time detection of road users, geometry, semantics, and markings to provide safety alerts and emergency interventions; Cloud-Enhanced Driver Assist, a solution for drivers with interpretations of a scene in real-time; Mobileye SuperVision Lite, a navigation and assisted driving solution; and Mobileye SuperVision, an operational point-to-point assisted driving navigation solution on various road types and includes cloud-based enhancements, such as road experience management. The company also provides Mobileye Chauffeur, a first-generation solution for eyes-off/hands-off driving with a human driver still in the driver’s seat; Mobileye Drive, a self-driving system comprising of radar and lidar subsystems, as well as collision avoidance systems, including Mobileye 8 Connect for light and medium-duty vehicles, and Mobileye Shield+ for large vehicles. It serves original equipment manufacturers. The company was founded in 1999 and is headquartered in Jerusalem, Israel. Mobileye Global Inc. operates as a subsidiary of Intel Overseas Funding Corporation."
"Parade Technologies, Ltd. (TPEX:4966)",TPEX:4966,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Semiconductors,"Parade Technologies, Ltd. (TPEX:4966) 2023 Form Doc","Parade Technologies, Ltd. operates as a fabless semiconductor company in South Korea, China, Taiwan, Japan, and internationally. It engages in the research and development, and marketing and sale of high-speed interface standards, and touch controller and display processing integrated circuit (IC) chips for products used in computers, consumer electronics, and display panels. The company’s products portfolio comprises high-speed interface ICs, including PCI Express/SATA, USBs, DisplayPorts, HDMIs, and protocol converters; display and touch integrated system ICs, such as touch embedded TCONs and source drivers, touch and gate level shifters, embedded DisplayPort timing controllers, display panel source drivers, Tcons with embedded source drivers and touch, touch and display driver integrated products, and DisplayPort LCD monitor controllers; truetouch touch screen controllers; and automotive ICs. Parade Technologies, Ltd. was incorporated in 2005 and is based in Grand Cayman, Cayman Islands."
Peraso Inc. (NasdaqCM:PRSO),NasdaqCM:PRSO,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Licensor,Semiconductors,Peraso Inc. (NasdaqCM:PRSO) 2024 Form 10-K,"Peraso Inc., a fabless semiconductor company, develops, markets, and sells semiconductor devices and antenna modules in the United States, Hong Kong, Taiwan, and internationally. The company’s products include millimeter wavelength (mmWave) ICs, including baseband IC, various mmWave radio frequency, integrated circuits (IC), as well as associated antenna technology; and mmWave antenna modules for license-free 60 gigahertz (GHz) applications. It also provides memory products, comprising bandwidth engine ICs, which are memory-dominated ICs for high-speed cloud networking, communications, security appliance, video, monitor and test, data center and computing markets that deliver time-to-market, performance, power, area to system original equipment manufacturers. The company’s mmWave products are used for various applications, such as multi-gigabit point-to-point wireless links with a range of up to 25 kilometers and operating in the 60 GHz frequency band; multi-gigabit point-to-multi-point links in the 60 GHz frequency band used to provide fixed wireless access (FWA) services; FWA in the 5G operating bands from 24 GHz to 43 GHz to provide multi-gigabit capability and low latency connections; military communications; and consumer applications, such as high performance wireless video streaming, and untethered augmented reality and virtual reality. The company also licenses intellectual property, as well as offers non-recurring engineering services. It markets its products through direct sales personnel, as well as sells representatives and distributors. The company was formerly knowns as MoSys, Inc. and changed its name to Peraso Inc. in December 2021. Peraso Inc. is headquartered in San Jose, California."
PG Electroplast Limited (BSE:533581),BSE:533581,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Electronic Manufacturing Services,PG Electroplast Limited (BSE:533581) 9/7/ Form Doc,"PG Electroplast Limited provides electronic manufacturing services for original equipment and design manufacturers in India and internationally. The company manufactures and/or assembles various consumer electronic components and finished products, such as kitchen appliances, air conditioners sub-assemblies, air cooler, washing machines, mobile handsets, and LEDs for third parties. It also offers exterior and interior automotive parts; printed circuit board assemblies; LED televisions; and thermoset-urea-formaldehyde and PP toilet seats. In addition, the company provides small, medium, large sized, high-precision, and surface critical injection molded components; polymers for various hollow plastic products; moldings of thermoset polymers; small and medium sized moulds for applications in the automotive, white goods, home and kitchen appliances, lighting, and electrical equipment industries; and sheet metal components and heat exchangers, as well as powder coatings and copper connecting pipes. Further, the company owns and operates polyurethane paint shop. PG Electroplast Limited was incorporated in 2003 and is based in Greater Noida, India."
Quanta Computer Inc. (TWSE:2382),TWSE:2382,Mobileye Global Inc. (NasdaqGS:MBLY),"Subsidiary/Investment
                         ",Supplier,"Technology Hardware, Storage and Peripherals",Mobileye Global Inc. (NasdaqGS:MBLY) 2024 Form 10-K,"Quanta Computer Inc. manufactures and sells notebook computers in Asia, the Americas, Europe, and internationally. The company provides notebook PCs; a portfolio of servers, storage devices, and network switches; cameras, including automotive camera, camera module, and AI dash-cam and ADAS solutions; and smart healthcare solutions. It offers mobile computing solutions for the wireless communication of notebook PCs, wireless local area network peripherals, wireless multimedia devices, and wireless information home appliances; and cloud computing and enterprise network solutions to meet enterprise demand for private clouds or hybrid clouds, as well as home entertainment and smart home solutions, including home media centers; smart touch input systems for laptops, desktops, and thin client terminals; smart IoT controllers and sensors; smart speakers; and private servers for home. In addition, the company provides IoT solutions; next generation of central office solutions for telecommunication; smart manufacturing and smart factory solutions; and AR/ VR display and smart glasses solutions. Quanta Computer Inc. was founded in 1977 and is headquartered in Taoyuan City, Taiwan."
Redington Limited (NSEI:REDINGTON),NSEI:REDINGTON,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Technology Distributors,Redington Limited (NSEI:REDINGTON) 7/7/ Form Doc,"Redington Limited provides supply chain solutions in India and internationally. It offers hyperconverged infrastructure, enterprise storage, all-flash, storage visualization, and fault tolerant solutions; enterprise networking and WAN solutions; AI and automation, software applications, security, digital printing, data and analytics, infrastructure, 3D printing, network modernization, cyber security, solar, gaming, AE and VR, home automation, wearables, and displays; and next-gen firewall, web application firewall, secure access service edge, endpoint security, and identity and access management solutions. The company also engages in the distribution of information technology, mobility, and other technology products comprising laptops, tablets, servers, software, notebooks, workstations, networking, power supply, desktops, accessories, components, and smart lighting products. In addition, it offers technology services comprising consulting as a service, training as a service, infrastructure transformation, software consulting, virtualization and application delivery, networking, cybersecurity, and cloud services; and logistics services, such as warehousing, reverse logistics, in plant logistics and project management, supply chain consulting, ecommerce, mission-critical, and transportation services. Further, the company provides supply chain management, sourcing and procurement, sales and lead generation, and finance and accounting services; and financial services comprising channel financing, project financing, leasing, credit card-based financing, and but now and pay later services, as well as cloud consulting, managed, and security solutions. It serves healthcare, finance, print services providers, hospitality, manufacturing, education, government, retail, and IT/ITes industries. The company was formerly known as Redington (India) Limited and changed its name to Redington Limited. Redington Limited was incorporated in 1961 and is headquartered in Chennai, India."
"Samsung Electro-Mechanics Co., Ltd. (KOSE:A009150)",KOSE:A009150,Intel Corporation (NasdaqGS:INTC),"Self
                         ",Supplier,Electronic Components,"Samsung Electro-Mechanics Co., Ltd. (KOSE:A009150) - Form Doc","Samsung Electro-Mechanics Co., Ltd. manufactures and sells various electronic components in Korea, China, Southeast Asia, Japan, the Americas, and Europe. The company operates through three segments: Component, Optics & Communication Solution, and Package Solution. It offers multilayer ceramic capacitors, inductors, tantalums, and chip resistors; camera and network modules; package substrates; and semiconductor PKG boards. The company is also involved in the real estate and real estate software, as well as investment business. Its products are used in automotive, computer, display, hard disk drive, mobile phone, network, server, solid state drive, tablet, and wearable products applications. The company was formerly known as Samsung Electronic Parts Co., Ltd. and changed its name to Samsung Electro-Mechanics Co., Ltd. in February 1987. The company was incorporated in 1973 and is headquartered in Suwon-si, South Korea."
