Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eurocommercial Properties N.V. (ENXTAM:ECMPA),ENXTAM:ECMPA,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Landlord,Retail REITs,Eurocommercial Properties N.V. (ENXTAM:ECMPA) - Form Doc,"Eurocommercial Properties N.V. is a Euronext-quoted property investment company and one of Europe’s shopping centre specialists. Founded in 1991, Eurocommercial currently owns and operates 24 shopping centres in Belgium, France, Italy, and Sweden with total assets of almost €3.8 billion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVA Precision Industrial Holdings Limited (SEHK:838),SEHK:838,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Industrial Machinery and Supplies and Components,EVA Precision Industrial Holdings Limited (SEHK:838) - Form Doc,"EVA Precision Industrial Holdings Limited, an investment holding company, provides precision manufacturing services in the People’s Republic of China, Vietnam, and Mexico. It operates in two segments, Office Automation Equipment and Automotive Components. The company offers automotive seat frame systems, high-strength beam and chassis structural parts, and new energy related products, such as vehicle tri-electric system structural parts; and provides design and electronic manufacturing services. It also engages in the design and fabrication of precision metal stamping and plastic injection moulds; manufacture of precision metal and plastic components; lathing of metal components; and assembly of precision metal and plastic components into semi-finished or finished products. In addition, the company manufactures moulds and components, as well as offers automated assembly services. It serves office automation equipment and automotive industries. EVA Precision Industrial Holdings Limited was founded in 1993 and is headquartered in Kowloon, Hong Kong.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EVgo, Inc. (NasdaqGS:EVGO)",NasdaqGS:EVGO,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Automotive Retail,"EVgo, Inc. (NasdaqGS:EVGO) 2024 Form 10-K","EVgo, Inc. owns and operates a direct current fast charging network for electric vehicles (EVs) in the United States. The company offers electricity directly to drivers, who access its publicly available networked chargers; original equipment manufacturer charging and related services; fleet and rideshare public charging services; and charging as a service and fleet dedicated charging services. It also provides ancillary services, such as customization of digital applications, charging data integration, loyalty programs, access to chargers behind parking lot or garage pay gates, microtargeted advertising, and charging reservations; and hardware, design, and construction services for charging sites, as well as ongoing operations, maintenance, and networking and software integration solutions through eXtend. In addition, it offers PlugShare such as data, research, and advertising services and equipment procurement and operational services. EVgo, Inc. was incorporated in 2010 and is headquartered in Los Angeles, California.EVgo, Inc. operates as  a subsidiary of EVgo Holdings LLC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXEL Industries SA (ENXTPA:EXE),ENXTPA:EXE,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Agricultural and Farm Machinery,EXEL Industries SA (ENXTPA:EXE) - Form Doc,"EXEL Industries SA engages in the manufacture and sale of agricultural spraying equipment worldwide. The company provides garden watering and spraying equipment; industrial spraying equipment; and leisure and garden equipment. It offers sugar beet harvesters; sugar beet loading machinery and carrier tractors; technical hoses; ocean-going yachts, prestigious day-sailers, and neo-classic fishing and open powerboats. The company markets its products under the Hardi, Evrard, Berthoud, Tecnoma, Nicolas, Matrot, CMC, Agrifac, Exxact Robotics, GF, Apache, Wauquiez, Rhéa Marine, Tofinou, Hozelock, Laser, HOLMER, Sames, TRICOFLEX, and Cooper Pegler brands. EXEL Industries SA was incorporated in 1952 and is headquartered in Paris, France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Realty Investment Trust (NYSE:FRT),NYSE:FRT,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Landlord,Retail REITs,Federal Realty Investment Trust (NYSE:FRT) 2024 Form 10-K,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as Northern and Southern California. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,400 tenants, in 27 million commercial square feet, and approximately 3,100 residential units.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FlexQube AB (publ) (OM:FLEXQ),OM:FLEXQ,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Industrial Machinery and Supplies and Components,FlexQube AB (publ) (OM:FLEXQ) - Form Doc,"FlexQube AB (publ) designs, develops, manufactures, and markets flexible and robust industrial carts for material handling in Europe and North America. It also offers carts, such as eQart, a smart and motorized cart, pallet and container, shelf, flow, hanging, mother-daughter, and kit carts and specialized solutions, as well as parts comprising standard building blocks, casters, fasteners/hardware, handle bars, tow bar components, attachments, shelves, tools, springs, pallet guides, rollers, and pallet changing system components. The company serves automobile industries; distribution and storage; cars; commercial vehicles, such as buses, trucks, and trains; wind turbines and other energy related products; defense equipment; appliances and electronics; medical equipment; and construction and industrial machinery industries. FlexQube AB (publ) was founded in 2010 and is headquartered in Gothenburg, Sweden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frasers Logistics & Commercial Trust (SGX:BUOU),SGX:BUOU,"Tesla Motors Australia, Pty Ltd","Subsidiary/Investment
                         ",Landlord,Industrial REITs,Frasers Logistics & Commercial Trust (SGX:BUOU) 2022 Form Doc,"Frasers Logistics & Commercial Trust (""FLCT"") is a Singapore-listed real estate investment trust with a portfolio comprising 107 industrial and commercial properties, worth approximately S$6.4 billion, diversified across five major developed markets - Australia, Germany, Singapore, the United Kingdom and the Netherlands. FLCT was listed on the Mainboard of Singapore Exchange Securities Trading Limited (""SGX-ST"") on 20 June 2016 as Frasers Logistics & Industrial Trust and was subsequently renamed Frasers Logistics & Commercial Trust on 29 April 2020 following the completion of a merger with Frasers Commercial Trust. FLCT's investment strategy is to invest globally in a diversified portfolio of income-producing properties used predominantly for logistics or industrial purposes located globally, or commercial purposes (comprising primarily CBD office space) or business park purposes (comprising primarily non-CBD office space and/or research and development space) located in the Asia-Pacific region or in Europe (including the United Kingdom). FLCT is sponsored by Frasers Property Limited. FLCT is a constituent of the FTSE EPRA Nareit Global Real Estate Index Series (Global Developed Index), Straits Times Index and Global Property Research (GPR) 250.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ganfeng Lithium Group Co., Ltd. (SZSE:002460)",SZSE:002460,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Specialty Chemicals,"Tesla, Inc. (NasdaqGS:TSLA) - Form ","Ganfeng Lithium Group Co., Ltd. manufactures and sells lithium products in Mainland China, South Korea, Europe, Rest of Asia, North America, and internationally. It operates through three segments: Lithium Metal and Compound, Lithium Battery, and Lithium Ore Resource and Others. The company has interests in the Mount Marion mine located in Australia; Cauchari-Olaroz project situated in Jujuy Province, Northwest Argentina; Mariana project located in Salta Province, Argentina; Sonora project situated in Mexico; Pilbara Pilgangoora lithium-tantalum project located in Western Australia; Ningdu Heyuan mine situated in Ningdu County, Ganzhou City, Jiangxi Province; Avalonia project located in Ireland; Qinghai Yiliping lithium salt lake project situated in the Qinghai Province; Goulamina spodumene ore project located in southern Mali, Africa; PPG lithium salt-lake project located in Salta Province, Argentina; and Songshugang tantalum-niobium mine project located in Jiangxi Province. It offers battery-grade lithium hydroxide, battery grade lithium carbonate, cesium and rubidium compounds, lithium chloride, butyl lithium, lithium fluoride, and other lithium compounds; lithium metals in the form of ingots, foils, rods, particles, and alloy powder; polymer lithium battery; and lithium-ion motive power, energy storage, and consumer batteries, as well as copper lithium or lithium aluminum alloy foil. It also explores for and sells lithium ores; and provides lithium battery recycling solutions. In addition, the company exports lithium products. Its products are used in the manufacture of electric vehicles, portable electronics, chemicals, and pharmaceuticals, as well as used by battery cathode materials manufacturers, battery suppliers, and automobile original equipment manufacturers. Ganfeng Lithium Group Co., Ltd. was founded in 2000 and is based in Xinyu, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldman Sachs Bank USA,-,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Creditor,Regional Banks,"Tesla, Inc. (NasdaqGS:TSLA) 2023 Form 10-K","Goldman Sachs Bank USA, together with its subsidiaries, operates as a New York State-chartered bank. The company accepts deposits from private bank clients, U.S. consumers, clients of third-party broker-dealers, institutions, corporations, and its affiliates. Its banking activities include providing corporate, residential and commercial real estate, securities-based, and other collateralized loans; lending commitments; and issuing credit cards to consumers; offering term loans, revolving lines of credit, letter of credit facilities, and bridge loans to institutions and corporations. The company also originates loans to clients, including wealth management clients, purchase loans secured by commercial and residential real estate, and lends to clients who warehouse assets that are directly or indirectly secured by commercial and residential real estate. In addition, the company originates loans that are secured by stocks, bonds, mutual funds, and exchange-traded funds primarily to wealth management clients; extends loans that are backed by specific collateral; and extends loans to investment funds. Further, it offers installment, credit card, and other loans; transaction banking services, such as commercial deposit accounts, payment, escrow, and liquidity management services to institutions, corporations, and affiliates; and underwriting, advisory, and asset and wealth management services. The company was founded in 1990 and is based in New York, New York with branches in Salt Lake City and Draper, Utah; London, United Kingdom; and Tokyo, Japan. Goldman Sachs Bank USA operates as a subsidiary of The Goldman Sachs Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodman Property Trust (NZSE:GMT),NZSE:GMT,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Landlord,Industrial REITs,Goodman Property Trust (NZSE:GMT) - Form Doc,"GMT is an externally managed unit trust, listed on the NZX. It has a market capitalisation of around $3.0 billion, ranking it in the top 20 of all listed investment vehicles. The Trust is New Zealand’s leading warehouse and logistics space provider. It has a substantial property portfolio, with a value of $4.8 billion at 31 March 2023. The Trust also holds an investment grade credit rating of BBB from S&P Global Ratings. The Manager of the Trust is Goodman (NZ) Limited, a subsidiary of the ASX listed Goodman Group. Goodman Group is a A$80.7 billion specialist global manager of warehouse and logistics real estate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Shift Commodities Ltd. (TSXV:GCOM),TSXV:GCOM,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Coal and Consumable Fuels,Green Shift Commodities Ltd. (TSXV:GCOM) 2022 Form Doc,"Green Shift Commodities Ltd., an exploration company, focuses on the exploration and development of uranium and related minerals in South America and Ontario. The company primarily explores for lithium and uranium deposits. Its principal project is the Armstrong Project that consisting of 90 claims covering an area of approximately 1,800 hectares located in Ontario, Canada. The company was formerly known as U308 Corp. and changed its name to Green Shift Commodities Ltd. in October 2022. Green Shift Commodities Ltd. was incorporated in 2005 and is based in Toronto, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammerson Plc (LSE:HMSO),LSE:HMSO,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Landlord,Retail REITs,Hammerson Plc (LSE:HMSO) - Form ,"Hammerson is a cities business. An owner, operator and developer of prime urban real estate, with a portfolio value of £4.7billion (as at 30 June 2023), in some of the fastest growing cities in the UK, Ireland and France. Our portfolio and adjacent lands leverage our experience and capabilities to create and manage exceptional city centre destinations with the opportunity to drive value and reshape entire neighbourhoods. Our assets are high profile and play an important role in our communities, welcoming c. 175 million visitors each year and supporting 20,000+ jobs though our retail, dining and social occupiers. These destinations include Bullring in Birmingham, The Oracle in Reading, Dundrum Estate, Dublin and Terraces du Port in Marseille. We also hold investments in Value Retail, best-in-class villages such as Bicester Village, Oxfordshire. Hammerson also holds 80 acres of attractive pre-development and strategic land. This includes complementary adjacent land, creating optionality to enhance both the scale and diversity of the existing estate, and stand-alone land opportunities. These include Martineau Galleries in Birmingham and Bishopsgate Goodsyard, Shoreditch.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hotai Finance Co., Ltd. (TWSE:6592)",TWSE:6592,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Consumer Finance,"Hotai Finance Co., Ltd. (TWSE:6592) 2024 Form Doc","Hotai Finance Co., Ltd. provides vehicle installment sales, and leasing of vehicles and equipment services in Taiwan and China. The company provides new and used car installment loans; installment loans for equipment; installment loans for new and used large motorcycles; and installments loans for motorcycle and scooter; as well as refinancing installment for vehicles; and installments for commodities. It offers raw materials financing; and digital services through mobile payment app. Hotai Finance Co., Ltd. was incorporated in 1999 and is based in Taipei, Taiwan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HSBC Bank USA, National Association",-,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Creditor,Regional Banks,"Tesla, Inc. (NasdaqGS:TSLA) 2023 Form 10-K","HSBC Bank USA, National Association is a bank. The company is a diversified consumer lender. It provides demand deposits and non-interest-bearing time and savings deposits. The company's deposits include deposits in transaction accounts, brokered deposits which represent funds, retail time deposits, individual retirement accounts and Keogh plan time deposits, money market deposit accounts and jumbo deposits. The company provides consumer loans, including credit card loans, revolving credit plans, personal loans, and automotive loans. The company offers domestic commercial and industrial loans. Also, the company offers commercial real estate loans for land development and on-site construction of industrial, commercial, residential, or farm buildings in the United States. The company offers real estate-backed residential loans. In addition, the company offers commercial loans collateralized by real estate properties. In addition, the company offers loans for the purpose of financing agricultural production. In addition, the company offers loans to other banks, other depository institutions, other associations, companies, and financial intermediaries. In addition, the company offers loans which include planned and unplanned overdrafts, to governments in non-U. S. Countries, to their official institutions, and to international and regional institutions. The company was founded in 1812 and is based in Mclean, Virginia. HSBC Bank USA, National Association operates as a subsidiary of HSBC USA Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JinFu Technology Co., Ltd. (SZSE:003018)",SZSE:003018,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,"Metal, Glass and Plastic Containers","JinFu Technology Co., Ltd. (SZSE:003018) - Form ","JinFu Technology Co., Ltd. primarily engages in the research and development, production, and sales of plastic packaging products in China and internationally. It offers plastic anti-theft bottle caps, other plastic packaging fields, and other types of bottle caps, as well as metal pull ring cover and handle. The company offers bottle, including drinking water type, seasoning type, medical type, and BIB type. It serves beverage industry, including the packaged drinking water industry. The company was founded in 2001 and is based in Dongguan, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kongsberg Automotive ASA (OB:KOA),OB:KOA,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Automotive Parts and Equipment,Kongsberg Automotive ASA (OB:KOA) 2024 Form ,"Kongsberg Automotive ASA develops, manufactures, and sells products to the automotive industry worldwide. The company operates through Powertrain & Chassis and Specialty Products segments. The Powertrain & Chassis segment designs, manufactures, and tests custom-engineered cable controls and shift systems, clutch actuation systems, vehicle dynamics, shift cables, and shift towers for transmissions. The Specialty Products segment offers fluid handling systems; couplings systems for compressed-air circuits in heavy-duty vehicles; and operator control systems for power sports construction, agriculture, outdoor power equipment, and power electronics products. It serves OEMs and Tier 1 suppliers in the automotive, commercial vehicle, passenger car, and off-highway markets. The company was formerly known as Kongsberg Automotive Holding ASA and changed its name to Kongsberg Automotive ASA in August 2014. Kongsberg Automotive ASA was founded in 1957 and is based in Kongsberg, Norway.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUKA Aktiengesellschaft,-,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Industrial Machinery and Supplies and Components,"Midea Group Co., Ltd. (SZSE:000333) - Form Doc","KUKA Aktiengesellschaft, an automation company, manufactures, markets, and services robot-based automation solutions for markets such as automotive, electronics, metal and plastic, consumer goods, e-commerce/retail, and healthcare in Germany and internationally. Industrial, collaborative, and mobile robots, as well as robot controllers, software, and digital services for the industrial Internet of Things. The company also provides automated guided vehicles and other automation components to production cells, turnkey systems, and networked production with the aid of cloud-based IT tools; individual system components, tools, and fixtures; automated production cells; and robot-based and modular manufacturing cells, as well as support services. In addition, it offers automated solutions for hospitals, warehouses, and distribution centers, as well as warehouse management systems and healthcare systems. KUKA Aktiengesellschaft was formerly known as Industrie-Werke Karlsruhe Augsburg Aktiengesellschaft and changed its name to KUKA Aktiengesellschaft in 2007. The company was founded in 1898 and is based in Augsburg, Germany. KUKA Aktiengesellschaft operates as a subsidiary of GD Midea Holding Co., Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liontown Resources Limited (ASX:LTR),ASX:LTR,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Diversified Metals and Mining,Liontown Resources Limited (ASX:LTR) 2023 Form Doc,"Liontown Resources Limited engages in the exploration, evaluation, and development of mineral properties in Australia. The company explores for lithium and nickel deposits. Its flagship property is the Kathleen Valley lithium project located in Perth, Western Australia. Liontown Resources Limited was incorporated in 2006 and is headquartered in West Perth, Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LiveOne, Inc. (NasdaqCM:LVO)",NasdaqCM:LVO,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Supplier,Movies and Entertainment,"LiveOne, Inc. (NasdaqCM:LVO) 2024 Form 10-K","LiveOne, Inc., a digital media company, engages in the acquisition, distribution, and monetization of live music, Internet radio, podcasting/vodcasting, and music-related streaming and video content. The company operates through three segments: PodcastOne, Slacker, and Media Group. It operates LiveOne, a live music streaming platform; PodcastOne, a podcasting platform; and Slacker, an integrated membership and advertising streaming music service, as well as produces original music-related content. The company also produces, edits, curates, and streams live music events through broadband transmission over the Internet and satellite networks to its users; provides digital Internet radio and music services to users online and through automotive and mobile original equipment manufacturers on a white label basis; and offers ancillary products and services, such as regulatory and post-implementation support services. In addition, it develops, manufactures, and distributes personalized merchandise and gifts through wholesale and direct-to-consumer distribution channels. Further, the company offers LiveOne App, an application that provides access to live events, audio streams, original episodic content, podcasts, vodcasts, video on demand, real-time livestreams, and social sharing of content. The company was formerly known as LiveXLive Media, Inc. and changed its name to LiveOne, Inc. in October 2021. LiveOne, Inc. was incorporated in 2009 and is headquartered in Beverly Hills, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lloyds Bank Corporate Markets plc,-,"Tesla, Inc. (NasdaqGS:TSLA)","Self
                         ",Creditor,Diversified Banks,"Tesla, Inc. (NasdaqGS:TSLA) 2023 Form 10-K","Lloyds Bank Corporate Markets plc, together with its subsidiaries, provides various banking and financial products and services to large corporates, financial institutions, and retail and commercial customers in the United Kingdom and internationally. It offers financial market services, such as rates, repo, foreign exchange, and commodities; capital market services, including debt capital markets, credit trading, securitization, and corporate risk management solutions; lending services; and retail and commercial banking services comprising community, international private, and commercial banking, as well as motor finance. The company was incorporated in 2016 and is headquartered in London, United Kingdom. Lloyds Bank Corporate Markets plc operates as a subsidiary of Lloyds Banking Group plc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
