Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
"DBG Technology Co., Ltd. (SZSE:300735)",SZSE:300735,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Consumer Electronics,"DBG Technology Co., Ltd. (SZSE:300735) - Form Doc","DBG Technology Co., Ltd. provides various electronics manufacturing services (EMS) worldwide. It manufactures mobile and communications network devices, automation system modules, inverters, and analyzers, as well as offers IoT and other customized electronic solutions. The company also provides product design and development, material procurement, lean manufacturing, and logistics solutions. It serves communication and wireless, automotive, smart building/home, energy and industrial, and healthcare markets. The company was incorporated in 1995 and is headquartered in Huizhou, China. DBG Technology Co., Ltd. is a subsidiary of Guanghong Investment Co., Ltd."
"DHI Group, Inc. (NYSE:DHX)",NYSE:DHX,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Interactive Media and Services,"DHI Group, Inc. (NYSE:DHX) 2023 Form 10-K","DHI Group, Inc. provides data, insights, and employment connections through specialized services for technology professionals and other select online communities in the United States. Its solutions include talent profiles; job postings; employer branding; and other services comprising virtual and live career events, sourcing services, and content and data services that provides tailored content to help professionals manage their careers and provide employers insight into recruiting strategies and trends. The company operates Dice that offers job postings of technology and non-technology companies for industries, such as positions for software engineers, big data professionals, systems administrators, database specialists, project managers, and various other technology and engineering professionals; and ClearanceJobs, an online career community, which matches security-cleared professionals with employers in a secure and private environment to fill the jobs that safeguard its nation. It serves small, mid-sized, and large direct employers; staffing companies; recruiting agencies; staffing and consulting firms; and marketing departments of companies, as well as direct hiring companies. The company offers its products and services primarily through its direct sales force and agency partner channel. The company was formerly known as Dice Holdings, Inc. and changed its name to DHI Group, Inc. in April 2015. DHI Group, Inc. was founded in 1990 and is headquartered in Centennial, Colorado."
Dixon Technologies (India) Limited (NSEI:DIXON),NSEI:DIXON,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Consumer Electronics,Dixon Technologies (India) Limited (NSEI:DIXON) 9/3/ Form Doc,"Dixon Technologies (India) Limited engages in the provision of electronic manufacturing services in India and internationally. The company offers original design and original equipment manufacturing services for consumer electronics, including LED TVs and AC PCB; home appliances, such as washing machines and refrigerators; lighting products comprising LED bulbs, battens, and down lighters, etc.; mobile phones and smartphones, PCBA for mobile phones, medical electronics, wearables, and set top boxes; and security systems, such as CCTV camera and digital video recorders. It also provides solutions in reverse logistics, such as repair and refurbishment services for LED TV panels, as well as information technology hardware. The company was incorporated in 1993 and is headquartered in Noida, India."
"Dolby Laboratories, Inc. (NYSE:DLB)",NYSE:DLB,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Licensor,Systems Software,"Dolby Laboratories, Inc. (NYSE:DLB) 2024 Form 10-K","Dolby Laboratories, Inc. engages in the design and manufacture of audio, imaging, accessibility, and other hardware and software solutions primarily for application in the television, broadcast, and live entertainment industries in the United States and internationally. The company develops and licenses its audio technologies, such as AAC, HE-AAC, and extended HE-AAC, a digital audio codec solution; AVC, a digital video codec used in STBs, mobile devices, cameras, and broadcast television services and other products; and Dolby Atmos and Dolby Vision include encoding technologies that artists use to create more compelling and immersive audio and video experiences. Its audio technologies also include DD+, an advanced surround sound audio codec technology; Dolby AC-4, an audio codec that uses cutting edge compression; and HEVC, a next-generation digital video codec that compresses video. In addition, the company offers Dolby Cinemas, a premium large format cinemas that deliver a Dolby branded premium cinema offering with Dolby Vision, Dolby Atmos, and a Dolby theater design; Dolby.io, a next generation SaaS product of immersive, interactive, and social experiences with real-time engagement for live events, especially sports; and digital cinema servers, cinema processors, amplifiers, loudspeakers, and audio and imaging hardware and software products for the cinema, television, broadcast, communication, and entertainment industries. Further, it provides various services to support theatrical and television production for cinema exhibition, broadcast, and home entertainment. The company serves film studios, content creators, post-production facilities, and broadcasters. Dolby Laboratories, Inc. was founded in 1965 and is headquartered in San Francisco, California."
"Dongsung FineTec Co., Ltd. (KOSDAQ:A033500)",KOSDAQ:A033500,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Specialty Chemicals,"Dongsung FineTec Co., Ltd. (KOSDAQ:A033500) - Form ","Dongsung FineTec Co., Ltd. engages in the manufacture and sale of cryogenic insulation products in South Korea. The company offers polyurethane systems, disaster prevention, LNG cold insulation material, and refrigerants. Dongsung FineTec Co., Ltd. was founded in 1985 and is headquartered in Busan, South Korea."
"DONGWOO FINE-CHEM Co., Ltd.",-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Commodity Chemicals,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","DONGWOO FINE-CHEM Co., Ltd. manufactures and sells various chemical products in South Korea. It offers various chemicals, including photo resists; color resists; process chemicals, such as functional cleaning solutions, strippers, and etchants; CMP slurry additives; and sputtering targets for semiconductors and LCDs. The company also develops polarizer films for TFT-LCDs; color filters for monitors; light guide and light diffusion panels for LCD TV screens; and touch sensor panels for smart phones, tablet PCs, portable video games, digital cameras, and navigations. In addition, it provides high purity alumina for ceramics parts of electrical devices, resin fillers, and single crystal sapphire applications; and advanced materials comprising Al and Ag paste for solar cells, and texturing chemicals for solar batteries. DONGWOO FINE-CHEM Co., Ltd. was formerly known as Dongwoo Pure Chemicals Co., Ltd. and changed its name to DONGWOO FINE-CHEM Co., Ltd. in August 1999. The company was founded in 1991 and is based in Pyeongtaek, South Korea. DONGWOO FINE-CHEM Co., Ltd. operates as a subsidiary of Sumitomo Chemical Co. Ltd."
DS Sigma Holdings Berhad (KLSE:DSS),KLSE:DSS,Samsung Electronics (M) Sdn.Bhd.,"Subsidiary/Investment
                         ",Supplier,Paper and Plastic Packaging Products and Materials,DS Sigma Holdings Berhad (KLSE:DSS) 2024 Form Doc,"DS Sigma Holdings Berhad, an investment holding company, engages in manufacturing, supplying, and trading of packaging materials and paper products in Malaysia. The company manufactures corrugated paper packaging products, including cartons, protective packaging, and paper pallets, as well as trays. It also supplies non-paper based protective packaging products comprising plastic, foam, rubber products, and engineered plywood pallets. The company serves electrical and electronics, automotive, and furniture industries, as well as renewable energy sector. The company was founded in 2002 and is headquartered in Puchong, Malaysia."
"DSP Group, Inc.",-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Semiconductors,"DSP Group, Inc. 2021 Form 10-K","DSP Group, Inc., a fabless semiconductor company, provides wireless chipset solutions. It operates through three segments: Home, Unified Communications, and SmartVoice. The Home segment offers wireless chipset solutions for converged communication at home, including integrated circuits for cordless phones, home gateway devices, integrated circuits addressing home automation applications, and fixed-mobile convergence solutions. The Unified Communications segment offers solution for unified communications products, including office solutions that offer businesses VoIP terminals with converged voice and data applications. The SmartVoice segment offers products for the SmartVoice market that provide voice activation and recognition, voice enhancement, always-on and far-end noise elimination that target mobile phones, mobile headsets, and other devices. The company markets and distributes its products through direct sales and marketing offices; and a network of global distributors to original equipment manufacturers and original design manufacturers. It has operations in the United States, Europe, Israel, Hong Kong, China, Japan, South Korea, Taiwan, India, Switzerland, and internationally. DSP Group has collaboration with Cloud of Things to introduce IoT cloud services gateway. DSP Group, Inc. was incorporated in 1987 and is headquartered in San Jose, California. As of December 2, 2021, DSP Group, Inc. operates as a subsidiary of Synaptics Incorporated."
"Eco Volt Co.,Ltd. (KOSDAQ:A097780)",KOSDAQ:A097780,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Electronic Components,"Eco Volt Co.,Ltd. (KOSDAQ:A097780) - Form ","Eco Volt Co.,Ltd. develops, produces, and sells broadcasting and wireless communication devices in South Korea. Its products are used in mobiles, touch modules, and tablets, as well as in automotive LD lighting modules, and LED indoor and outdoor lighting products. The company was formerly known as Smac Co. Ltd. and changed its name to Eco Volt Co.,Ltd. in July 2023. Eco Volt Co.,Ltd. was founded in 2004 and is headquartered in Asan-si, South Korea."
"Eco Volt Co.,Ltd. (KOSDAQ:A097780)",KOSDAQ:A097780,"Samsung Medison Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Electronic Components,"Eco Volt Co.,Ltd. (KOSDAQ:A097780) - Form ","Eco Volt Co.,Ltd. develops, produces, and sells broadcasting and wireless communication devices in South Korea. Its products are used in mobiles, touch modules, and tablets, as well as in automotive LD lighting modules, and LED indoor and outdoor lighting products. The company was formerly known as Smac Co. Ltd. and changed its name to Eco Volt Co.,Ltd. in July 2023. Eco Volt Co.,Ltd. was founded in 2004 and is headquartered in Asan-si, South Korea."
"Elentec Co., Ltd. (KOSDAQ:A054210)",KOSDAQ:A054210,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Electrical Components and Equipment,"Elentec Co., Ltd. (KOSDAQ:A054210) - Form ","Elentec Co., Ltd. engages in the manufacture and sale of electronic and communication products in South Korea and internationally. It offers mobile products, such as battery pack, mobile case, and battery and wireless charger; home appliances, including TV case, PBA module, wire harness, gas sensor, auto rotating wall mount and stand; energy storage system, powertool battery pack, robot cleaner, e-mobility, the freestyle power-bank, sound tower battery pack, autonomous mobile robot; and e-heating devices, smart glasses, and kiosk. Elentec Co., Ltd. was founded in 1978 and is headquartered in Hwaseong, South Korea."
"Elentec Co., Ltd. (KOSDAQ:A054210)",KOSDAQ:A054210,"Samsung Medison Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Electrical Components and Equipment,"Elentec Co., Ltd. (KOSDAQ:A054210) - Form ","Elentec Co., Ltd. engages in the manufacture and sale of electronic and communication products in South Korea and internationally. It offers mobile products, such as battery pack, mobile case, and battery and wireless charger; home appliances, including TV case, PBA module, wire harness, gas sensor, auto rotating wall mount and stand; energy storage system, powertool battery pack, robot cleaner, e-mobility, the freestyle power-bank, sound tower battery pack, autonomous mobile robot; and e-heating devices, smart glasses, and kiosk. Elentec Co., Ltd. was founded in 1978 and is headquartered in Hwaseong, South Korea."
Euro Panel Products Limited (NSEI:EUROBOND),NSEI:EUROBOND,Samsung India Electronics Pvt. Ltd.,"Subsidiary/Investment
                         ",Supplier,Building Products,Euro Panel Products Limited (NSEI:EUROBOND) 2023 Form Doc,"Euro Panel Products Limited engages in the manufacture and supply of aluminum composite panels in India. It also provides aluminum HPL, zinc composite panels, fire retardant panels, and aluminum honeycomb and composite panels. The company sells its products under the Eurobond brand. It operates through a network of dealers and distributors. The company serves customers in pharma/hospitals, automobile, corporate signage, transport, metro and railways, petroleum, government, construction, and banking sectors. It also exports its products. The company was founded in 2002 and is headquartered in Mumbai, India."
"FASOO Co.,Ltd. (KOSDAQ:A150900)",KOSDAQ:A150900,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Systems Software,"FASOO Co.,Ltd. (KOSDAQ:A150900) - Form ","FASOO Co.,Ltd. provides unstructured data security and enterprise content platforms worldwide. The company offers Fasoo Data Radar, a solution for data discovery, classification, and protection; Fasoo Enterprise DRM, a file-centric security solution that allows organizations to protect, control, and track sensitive documents; Fasoo Smart Print solution that controls and traces printed documents on printers and MFPs; and Fasoo Smart Screen, which blocks unauthorized use of third-party screen capture programs, digital cameras, and smartphones to capture sensitive information when protected documents are in use. It also provides Fasoo eXception Management that provides temporary permissions to documents through a pre-approval, post-approval, or self-approval workflow; Wrapsody, a virtual content platform, which addresses the root cause of content; Wrapsody eCo, an intuitive and open collaboration solution to share securely, track, control, and remotely expire sensitive content; and Fasoo RiskView, a user and entity behavior analytics solution to establish normal patterns of behavior and help determine suspicious activities. In addition, the company offers Fasoo Integrated Log Manager to monitor usage logs for Fasoo-protected documents; Fasoo Secure Mail, an email-based DLP tool that allows users to send decrypted documents through email without removing the encryption before sending; Wrapsody drive, a virtual enterprise content management platform; Fasoo enterprise DRm for external sharing document security; Fasoo AI-R privacy, an AI powered data privacy solution; and AnalyticDID, a platform that de-identifies sensitive data for secondary use or analysis. It serves financial, manufacturing, healthcare, and public sector industries. The company was formerly known as Fasoo.Com Co., Ltd. and changed its name to FASOO Co.,Ltd. in March 2020. FASOO Co.,Ltd. was founded in 2000 and is headquartered in Seoul, South Korea."
Fine Semitech Corp. (KOSDAQ:A036810),KOSDAQ:A036810,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Semiconductor Materials and Equipment,Fine Semitech Corp. (KOSDAQ:A036810) - Form ,"Fine Semitech Corp. develops and supplies products to semiconductor and FPD industries in South Korea and internationally. The company offers semiconductor and FPD Pellicle, a thin membrane that stretched over an aluminum frame and glued to the photomask to protect it from contaminants, such as particles. It also provides compressor, cryogenic, heat exchanger, and thermo-electrical chillers, as well as temperature and humidity controllers. In addition, the company sells and markets sensor semiconductors, electronic semiconductors, LEDs, and microcontrollers, as well as other products, including cell phones, LCD TVs, LCD panels, monitors, set-up boxes, home appliances, computers, communication networks, vehicles, etc. Further, it offers technical support services. The company was formerly known as FST Inc. and changed its name to Fine Semitech Corp. in March 2007. Fine Semitech Corp. was founded in 1987 and is headquartered in Hwaseong-si, South Korea."
Flexion Mobile Plc (OM:FLEXM),OM:FLEXM,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Interactive Home Entertainment,Key DevelopmentClient Announcements Jul-15-2024,"Flexion Mobile Plc operates game distribution platform for game developers worldwide. The company engages in game marketing business. It also markets mobile games in the Android market. Flexion Mobile Plc was incorporated in 2001 and is headquartered in London, the United Kingdom."
"FormFactor, Inc. (NasdaqGS:FORM)",NasdaqGS:FORM,Samsung Austin Semiconductor LLC,"Subsidiary/Investment
                         ",Supplier,Semiconductor Materials and Equipment,"FormFactor, Inc. (NasdaqGS:FORM) 2013 Form 10-K","FormFactor, Inc. designs, manufactures, and sells probe cards, analytical probes, probe stations, metrology systems, thermal systems, and cryogenic systems to semiconductor companies and scientific institutions. It operates in two segments, Probe Cards and Systems. The company offers probe cards to test various semiconductor device types, including systems on a chip products, mobile application processors, microprocessors, microcontrollers, and graphic processors, as well as radio frequency, analog, mixed signal, image sensor, electro-optical, dynamic random access memory, NAND flash memory, and NOR flash memory devices, as well as computer processor devices; and analytical probes, which are used for a range of applications, including device characterization, electrical simulation model development, failure analysis, and prototype design debugging for universities, research institutions, semiconductor integrated device manufacturers, semiconductor foundries, and fabless semiconductor companies. It also provides probe systems for semiconductor design engineers to capture and analyze accurate data; surface metrology systems for the development, production, and quality control of semiconductor products; thermal subsystems, such as thermal chucks and other test systems used in probe stations and other applications; and precision cryogenic instruments, semiconductor tests, and measurement systems. In addition, the company offers on-site probe card maintenance and service training, seminars, and telephone support services. It markets and sells its products through direct sales force, manufacturers’ representatives, and distributors in the United States, Taiwan, South Korea, China, Europe, Japan, Malaysia, Singapore, and internationally. The company was incorporated in 1993 and is headquartered in Livermore, California."
"FormFactor, Inc. (NasdaqGS:FORM)",NasdaqGS:FORM,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Semiconductor Materials and Equipment,"FormFactor, Inc. (NasdaqGS:FORM) 2024 Form 10-K","FormFactor, Inc. designs, manufactures, and sells probe cards, analytical probes, probe stations, metrology systems, thermal systems, and cryogenic systems to semiconductor companies and scientific institutions. It operates in two segments, Probe Cards and Systems. The company offers probe cards to test various semiconductor device types, including systems on a chip products, mobile application processors, microprocessors, microcontrollers, and graphic processors, as well as radio frequency, analog, mixed signal, image sensor, electro-optical, dynamic random access memory, NAND flash memory, and NOR flash memory devices, as well as computer processor devices; and analytical probes, which are used for a range of applications, including device characterization, electrical simulation model development, failure analysis, and prototype design debugging for universities, research institutions, semiconductor integrated device manufacturers, semiconductor foundries, and fabless semiconductor companies. It also provides probe systems for semiconductor design engineers to capture and analyze accurate data; surface metrology systems for the development, production, and quality control of semiconductor products; thermal subsystems, such as thermal chucks and other test systems used in probe stations and other applications; and precision cryogenic instruments, semiconductor tests, and measurement systems. In addition, the company offers on-site probe card maintenance and service training, seminars, and telephone support services. It markets and sells its products through direct sales force, manufacturers’ representatives, and distributors in the United States, Taiwan, South Korea, China, Europe, Japan, Malaysia, Singapore, and internationally. The company was incorporated in 1993 and is headquartered in Livermore, California."
Fragbite Group AB (publ) (OM:FRAG),OM:FRAG,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Interactive Home Entertainment,Fragbite Group AB (publ) (OM:FRAG) - Form Doc,"Fragbite Group AB (publ) develops, adapts, and publishes games and esports content for the GAMING, ESPORTS, and WEB3 markets in the Nordic region. Its products are developed for traditional platforms, such as PC, mobile, and console; and modern web3 platforms built on blockchain technology. The company was founded in 2002 and is headquartered in Stockholm, Sweden."
Frontier Smart Technologies Group Limited,-,"Harman International Industries, Incorporated","Subsidiary/Investment
                         ",Supplier,Semiconductors,Frontier Smart Technologies Group Limited 2019 Form Doc,"Frontier Smart Technologies Group Limited, a technology company, engages in the commercial exploitation of wireless technologies and systems in the radio and smart audio sectors in the United Kingdom, the United States, North America, Europe, and Asia. It also offers chips, modules, and software for consumer audio devices. Frontier Smart Technologies Group Limited was formerly known as Toumaz Limited and changed its name to Frontier Smart Technologies Group Limited in November 2016. The company was founded in 2001 and is based in London, United Kingdom. Frontier Smart Technologies Group Limited operates as a subsidiary of Science Group plc."
"Fulin Plastic Industry (Cayman) Holding Co., Ltd. (TWSE:1341)",TWSE:1341,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Textiles,"Fulin Plastic Industry (Cayman) Holding Co., Ltd. (TWSE:1341) 2024 Form Doc","Fulin Plastic Industry (Cayman) Holding Co., Ltd. engages in the production and sale of artificial leather and rubber fabric. The company offers latex, soft, TPU/PU, PVC solid, PVC sponge, and PVC casting leather products; tapes; PVC sheets; tarpaulins; and non-woven fabrics, as well as various embossing products. Its products are used in leather bags, shoes, furniture, vehicle, balls, raincoats, printing sheets, transparent bags, and overlays. The company was incorporated in 1997 and is headquartered in Hai Phong, Vietnam."
"GameSquare Holdings, Inc. (NasdaqCM:GAME)",NasdaqCM:GAME,Samsung Electronics (UK) Limited,"Subsidiary/Investment
                         ",Supplier,Interactive Media and Services,Key DevelopmentClient Announcements Sep-07-2023,"GameSquare Holdings, Inc. operates as a vertically integrated digital media, entertainment, and technology company. Its platform to connect with gaming and youth culture audiences. The company’s end-to-end platform includes Code Red Esports Ltd., an esports talent agency; GCN, a digital media company focusing on the gaming and esports audience; Zoned, a gaming and lifestyle marketing agency; Complexity Gaming, a esports organization operating; Fourth Frame Studios, a creative production studio; and Mission Supply, a merchandise and consumer products business; Frankly Media, programmatic advertising, Stream Hatchet, live streaming analytics, and Sideqik a social influencer marketing platform. The company was formerly known as Engine Gaming & Media, Inc. GameSquare Holdings, Inc. is headquartered in Frisco, Texas."
Genesem Inc. (KOSDAQ:A217190),KOSDAQ:A217190,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Semiconductor Materials and Equipment,Genesem Inc. (KOSDAQ:A217190) - Form ,"Genesem Inc. develops, manufactures, and supplies automated equipment for the semiconductor back-end process in South Korea and internationally. It offers saw singulation, EMI shield equipment, laser marking/cutting, pick and place products, test handlers, flip chip smart factory equipment, wafer level PKG equipment, trim/form/singulation solutions, and PCB substrate equipment. The company was founded in 2000 and is headquartered in Incheon, South Korea."
GlobalFoundries Inc. (NasdaqGS:GFS),NasdaqGS:GFS,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Licensor,Semiconductors,GlobalFoundries Inc. (NasdaqGS:GFS) 2024 Form 20-F,"GlobalFoundries Inc., a semiconductor foundry, provides range of mainstream wafer fabrication services and technologies worldwide. It manufactures various semiconductor devices, including microprocessors, mobile application processors, baseband processors, network processors, radio frequency modems, microcontrollers, and power management units. GlobalFoundries Inc. has a strategic partnership with Efficient Computer to develop high-performance computer processors. The company was incorporated in 2008 and is headquartered in Malta, New York."
GlobalFoundries Inc. (NasdaqGS:GFS),NasdaqGS:GFS,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Semiconductors,GlobalFoundries Inc. (NasdaqGS:GFS) 2024 Form 20-F,"GlobalFoundries Inc., a semiconductor foundry, provides range of mainstream wafer fabrication services and technologies worldwide. It manufactures various semiconductor devices, including microprocessors, mobile application processors, baseband processors, network processors, radio frequency modems, microcontrollers, and power management units. GlobalFoundries Inc. has a strategic partnership with Efficient Computer to develop high-performance computer processors. The company was incorporated in 2008 and is headquartered in Malta, New York."
Granite Real Estate Investment Trust (TSX:GRT.UN),TSX:GRT.UN,"Samsung Electronics America, Inc.","Subsidiary/Investment
                         ",Landlord,Industrial REITs,Granite Real Estate Investment Trust (TSX:GRT.UN) 2024 Form Doc,"Granite is a Canadian-based REIT engaged in the acquisition, development, ownership and management of logistics, warehouse and industrial properties in North America and Europe. Granite owns 143 investment properties representing approximately 62.9 million square feet of leasable area."
Growthpoint Properties Australia (ASX:GOZ),ASX:GOZ,Samsung Electronics Australia Pty Ltd,"Subsidiary/Investment
                         ",Landlord,Diversified REITs,Growthpoint Properties Australia (ASX:GOZ) - Form Doc,"Growthpoint provides space for you and your business to thrive. Since 2009, we’ve been investing in high-quality industrial and office properties across Australia. Today, we have $6.9 billion3 total assets under management. We directly own and manage 58 high quality, modern office and industrial properties, valued at approximately $5.0 billion3. We actively manage our portfolio and invest in our existing properties, ensuring they meet our tenants’ needs now and into the future. We are also focused on growing our property portfolio. We manage a further $1.9 billion3 on behalf of third-party investors through our funds management business, which manages funds that invest in office, retail and mixed-use properties across value-add and opportunistic strategies. We are committed to operating in a sustainable way and reducing our impact on the environment. We are targeting net zero by 2025 across our 100% owned on balance sheet operationally controlled office assets and corporate activities. Growthpoint Properties Australia (ASX: GOZ) is a real estate investment trust (REIT), listed on the ASX, and is part of the S&P/ASX 200. Moody’s has issued us with an investment-grade rating of Baa2 for domestic senior secured debt."
"Haesung Optics Co., Ltd. (KOSDAQ:A076610)",KOSDAQ:A076610,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Electronic Components,"Haesung Optics Co., Ltd. (KOSDAQ:A076610) - Form ","Haesung Optics Co., Ltd. produces and sells optical lens in South Korea, Vietnam, China, and internationally. The company offers actuators, such as auto-focus, optical image stabilizer, vertical type, and hinge type; and optical devices, that includes 3D camera, golf distance measuring device, ultra-small joint endoscope, skin diagnostic camera, stereo camera for electric glasses, and high-pixel camera module for drone. It also provides 3D maps using AI and LiDAR based 3D mapping solutions; parking guidance and an integrated indoor and outdoor map navigation service using indoor GPS technology; indoor positioning services to buildings, hospitals, factories, etc. using 3D spatial maps and radio waves; and location identification of green vehicles and boats, route query, and operation record management services. The company was formerly known as Haesung Industry Co., Ltd. and changed its name to Haesung Optics Co., Ltd. in April 2002. Haesung Optics Co., Ltd. was founded in 1988 and is headquartered in Hwaseong-si, South Korea."
"Halo Microelectronics Co., Ltd. (SHSE:688173)",SHSE:688173,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Semiconductors,Key DevelopmentClient Announcements Jul-06-2022,"Halo Microelectronics Co., Ltd. engages in the design, development, and sale of analog and power management integrated circuit products worldwide. The company’s products include lithium battery faster chargers, including linear, switching, and switched capacitor chargers; high power density DC-DC converter ICs, such as buck and boost converters; power switches; and DC-DC converters and controllers. It also provides AC-DC adapters, battery charging, power management, and USB interface and protection products. Its products are used in automotive, consumer electronics, IoT, and cloud computing applications. Halo Microelectronics Co., Ltd. was founded in 2012 and is based in Foshan, China."
"Hangzhou Star Shuaier Electric Appliance Co., Ltd. (SZSE:002860)",SZSE:002860,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Electrical Components and Equipment,"Hangzhou Star Shuaier Electric Appliance Co., Ltd. (SZSE:002860) - Form ","Hangzhou Star Shuaier Electric Appliance Co., Ltd. engages in the research and development, production, and sale of thermal protectors, starters, sealing terminals for refrigeration compressors, and temperature control products for household appliances in China and internationally. Hangzhou Star Shuaier Electric Appliance Co., Ltd. was founded in 2000 and is based in Hangzhou, China."
"Hankook Tire & Technology Co., Ltd. (KOSE:A161390)",KOSE:A161390,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Tires and Rubber,"Hankook Tire & Technology Co., Ltd. (KOSE:A161390) - Form Doc","Hankook Tire & Technology Co., Ltd. manufactures and sells tires worldwide. It offers tires for electric vehicles, passenger cars, SUVs, light trucks, buses, and trucks under the iON, Ventus, Dynapro, Kinergy, Winter i*cept & Winter i*pike, and Smart brands. The company was formerly known as Hankook Tire Co., Ltd. and changed its name to Hankook Tire & Technology Co., Ltd. in May 2019. The company was founded in 1941 and is headquartered in Seongnam, South Korea."
"Harman International Industries, Incorporated",-,"Samsung Electronics Co., Ltd. (KOSE:A005930)","Self
                         ",Supplier,Consumer Electronics,"Samsung Electronics Co., Ltd. (KOSE:A005930) - Form Doc","Harman International Industries, Incorporated designs and engineers connected products and solutions for automakers, consumers, and enterprises worldwide. The company operates through four segments, such as connected cars, lifestyle audio, professional solutions, and connected services. The Connected Car segment designs, manufactures, and markets connected car systems for vehicle applications, as well as an infotainment system for motorcycles. This segment also offers automotive cyber security solutions. The Lifestyle Audio segment offers car audio systems for vehicle applications as well as a range of consumer audio products, including loudspeakers and electronics, headphones, embedded audio products for consumer electronics, and branded portable wireless speakers. The Professional Solutions segment designs, manufactures, and markets audio, lighting, video, control, and automation solutions for entertainment and enterprise applications. Its products include loudspeakers, amplifiers, digital signal processors, microphones, headphones, mixing consoles, guitar pedals, lighting, video and control, and enterprise automation solutions. The Connected Services segment offers software solutions to the automotive, retail, mobile, healthcare, media, and consumer electronics markets. The company markets its products under the AKG, AMX, Crown, Harman/Kardon, Infinity, JBL, JBL Professional, Lexicon, Mark Levinson, Martin, Revel, Sound craft, and Studer brand names. The company was incorporated in 1980 and is based in Stamford, Connecticut with an additional office in Bengaluru, India. Harman International Industries, Incorporated operates as a subsidiary of Samsung Electronics America, Inc."
"Hodogaya Chemical Co., Ltd. (TSE:4112)",TSE:4112,"Samsung Display Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Specialty Chemicals,"Hodogaya Chemical Co., Ltd. (TSE:4112) 2023 Form Doc","Hodogaya Chemical Co., Ltd. primarily engages in the production and sale of organic industrial chemicals in Japan. The company operates through five segments: Functional Colorants, Specialty Polymers, Basic Chemicals, Agro-Science, and Logistics. The Functional Colorants segment offers emitting, transport, capping layer, biochemical, copier toner, and perovskite solar cell materials, as well as dyes for color filters; and aluminum coloring, stationery, and natural dyes, as well as dyes for hair color treatment. The Specialty Polymers segment provides urethane materials, such as PTG, BIO-PTG, PTG- SOFTENA, etc.; intermediates for pharmaceutical, functional polymers, and electronics; and adhesives and release agents. The segment also offers urethane based waterproof materials used for waterproofing the roofs of office buildings, schools, and multi-story parking buildings of large-scale retail facilities; and provides waterproofing and leak-plugging work services. The Basic Chemicals segment offers hydrogen peroxide, sodium percarbonate used for bleaching agents and detergents, peracetic acid as disinfectant and food additive, and industrial chemicals. The Agro-Science segment provides herbicides, pesticides, fungicides, and agricultural materials, such as oxygen supply materials used in various fields, including controlling weeds, insect pest management, and environmental conservation for cropland, living environments, railways, forests, and golf courses. The Logistics segment offers warehousing services for general goods as well as hazardous substances and chemicals; consigned freight forwarding; and ISO tank container storage services. The company was formerly known as Hodogaya Soda Co., Ltd. and changed its name to Hodogaya Chemical Co., Ltd. in 1939. Hodogaya Chemical Co., Ltd. was incorporated in 1916 and is headquartered in Tokyo, Japan."
