Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konsolidator A/S (CPSE:KONSOL),CPSE:KONSOL,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Application Software,Konsolidator A/S (CPSE:KONSOL) - Form Doc,"Konsolidator A/S provides software as a service in Europe, the United States, and Southeast Asia. The company offers Konsolidator, a solution that automates and standardizes financial consolidation; Konsolidator Audit, an automated consolidation software for auditors; Konsolidator CAAS, which provides consolidation services to clients; and Konsolidator BI solution. It serves consultancy, manufacturing, pharmaceuticals, real estate and investment, technology, transport and shipping, and wholesale and retail customers. The company was incorporated in 2014 and is headquartered in Copenhagen, Denmark.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KRAFTON, Inc. (KOSE:A259960)",KOSE:A259960,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Interactive Home Entertainment,"KRAFTON, Inc. (KOSE:A259960) - Form Doc","KRAFTON, Inc. develops, distributes, and sells mobile game and application software in Asia, Korea, the United States, Europe, and internationally. It offers PC, mobile, console, and other games. The company provides consulting advisory and investment services; and database search, development, and sales services. In addition, it engages in the production of video contents. The company was formerly known as Bluehole Studio Inc. and changed its name to KRAFTON, Inc. in November 2018. KRAFTON, Inc. was incorporated in 2007 and is headquartered in Seoul, South Korea.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kratos Defense & Security Solutions, Inc. (NasdaqGS:KTOS)",NasdaqGS:KTOS,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Aerospace and Defense,"Kratos Defense & Security Solutions, Inc. (NasdaqGS:KTOS) 2024 Form 10-K","Kratos Defense & Security Solutions, Inc. operates as a technology company that addresses the defense, national security, and commercial markets. It operates through two segments, Kratos Government Solutions and Unmanned Systems. The company offers ground systems for satellites and space vehicles, including software for command and control, telemetry, and tracking and control; jet-powered unmanned aerial drone systems, hypersonic vehicles, and rocket systems; propulsion systems for drones, missiles, loitering munitions, supersonic systems, spacecraft, and launch systems; command, control, communication, computing, combat, intelligence surveillance and reconnaissance; and microwave electronic products for missile, radar, missile defense, space, and satellite; counter unmanned aircraft systems, directed energy, communication and other systems, and virtual and augmented reality training systems for the warfighter. The company primarily serves national security-related agencies, the U.S. Department of Defense, intelligence agencies and classified agencies, international government agencies, and commercial customers. Kratos Defense & Security Solutions, Inc. was incorporated in 1994 and is headquartered in San Diego, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liberated Syndication, Inc.",-,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Internet Services and Infrastructure,"Liberated Syndication, Inc. 2019 Form 10-K","Liberated Syndication, Inc. provides podcast and web hosting services in the United States and internationally. It offers hosting and distribution tools, including storage, bandwidth, really simple syndication creation, distribution, and statistics tracking for podcast producers; LibsynPRO, an enterprise solution for professional media producers and corporate customers; podcast apps; and MyLibsyn that provides podcast producers gets a custom App and a podcast website where listeners can access their show, login to purchase a subscription, and get access to premium content. The company also provides ad insertion services on producers content. In addition, it offers shared web hosting, e-commerce, fully managed virtual private and dedicated server, customer self-managed dedicated server, domain-name registration, co-location, and content-delivery network services to businesses, bloggers, artists, musicians, educational institutions, and non-profit organizations. Liberated Syndication, Inc. was formerly known as Webmayhem, Inc. and changed its name to Liberated Syndication, Inc. in August 2016. The company was founded in 2004 and is based in Pittsburgh, Pennsylvania.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LightPath Technologies, Inc. (NasdaqCM:LPTH)",NasdaqCM:LPTH,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Electronic Equipment and Instruments,Key DevelopmentClient Announcements Jun-27-2023,"LightPath Technologies, Inc. designs, develops, manufactures, and distributes optical components and assemblies. It offers precision molded glass aspheric optics, molded and diamond-turned infrared aspheric lenses, and other optical components used to produce products that manipulate light; and infrared products, including catalog and custom infrared optics. The company’s products are used in defense products, medical devices, laser aided industrial tools, automotive safety applications, barcode scanners, optical data storage, hybrid fiber coax datacom, telecommunications, machine vision and sensors, and other sectors. It sells its products directly to customers in Europe and Asia. LightPath Technologies, Inc. was founded in 1985 and is headquartered in Orlando, Florida.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loop Media, Inc. (OTCPK:LPTV)",OTCPK:LPTV,"aQuantive, Inc.","Subsidiary/Investment
                         ",Supplier,Movies and Entertainment,Key DevelopmentClient Announcements Aug-08-2023,"Loop Media, Inc. operates as a multichannel digital video platform media company in the United States. The company offers hand-curated music video content licensed from major and independent record labels, including Universal Music Group, Sony Music Entertainment, and Warner Music Group; and non-music video content, which is licensed or acquired from third parties, such as action sports clips, drone and atmospheric footage, trivia, news headlines, lifestyle channels, and kid-friendly videos, as well as movie, television and video game trailers, and other content. It distributes its content and advertising inventory to digital screens located in out-of-home (OOH) locations primarily through its owned and operated platform (the O&O Platform) of Loop Media-designed small-box streaming Android media players and legacy Screenplay computers; and screens on digital platforms owned and operated by third parties. The company is headquartered in Burbank, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoopUp Group plc (OTCPK:LUPG.F),OTCPK:LUPG.F,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Application Software,LoopUp Group plc (OTCPK:LUPG.F) - Form Doc,"LoopUp Group plc provides cloud communications platform for business-critical external and specialist communications in the United Kingdom, the European Union, North America, and internationally. The company offers cloud telephony services, including fully managed direct routing solution for Microsoft Teams calling; conferencing solutions for remote meetings; and managed events calls services. It serves multinationals, SMEs, public sector bodies, and professional service firms. LoopUp Group plc was incorporated in 2016 and is headquartered in London, the United Kingdom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mailgun Technologies, Inc.",-,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Application Software,Sinch AB (publ) (OM:SINCH) - Form Doc,"Mailgun Technologies, Inc. provides Mailgun, a Web service that enables developers to integrate mailboxes into their applications. The company’s service provides various functionalities, such as creating mailboxes, sending and receiving emails, forwarding emails, receiving bounce notifications, and email deliverability. Its service enables users to build apps that send, receive, store, search, and forward emails in real time using a combination of standard protocols. The company was founded in 2010 and is based in San Antonio, Texas. As of December 7, 2021, Mailgun Technologies, Inc. operates as a subsidiary of Pegasus Corp One.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maintel Holdings Plc (AIM:MAI),AIM:MAI,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Diversified Support Services,Maintel Holdings Plc (AIM:MAI) - Form Doc,"Maintel Holdings Plc, together with its subsidiaries, engages in the provision of managed services for the public and private sectors in the United Kingdom and Ireland. It operates through three segments: Managed Service and Technology Sales, Network Services, and Mobile Services. The company provides unified communications and collaboration solutions include integrated voice, video, mobility, and presence services across endpoints, devices, and applications, as well as managed mobile and network services. It also offers ICON suite of managed services comprising ICON Communicate for delivering enterprise-class Unified Communications as a Service; ICON Connect, a managed network service, that helps in keeping network fit for purpose; ICON Contact, Contact Centre as a Service, for delivering telephony and contact center infrastructure and applications; ICON Mobilise, that delivers connectivity and secure access to business resources and systems; ICON Secure, a managed cloud firewall solution, that provides enterprise-level network managed security services; and ICON Now, a cloud communications solution. In addition, the company provides ICON Contact Chatbot, which provides organizations with the ability to enhance their websites and customer services; ICON Teams Connector for enabling users to make and receive calls to landlines and mobile phones using Microsoft Teams on their personal computer or mobile devices; ICON Connect SD-WAN for connecting and managing networks; ICON SIP services; Genesys Cloud, a single cloud-based platform; and SASE (Secure Access Service Edge), a network architecture that brings together network security and connectivity. Further, it offers software development, integration, and support services; service migration; and transformation management and training, as well as design, technical architecture, and project management services. The company was founded in 1991 and is headquartered in London, the United Kingdom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manchester United plc (NYSE:MANU),NYSE:MANU,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Movies and Entertainment,Manchester United plc (NYSE:MANU) 2024 Form 20-F,"Manchester United plc, together with its subsidiaries, operates a professional sports team in the United Kingdom. The company is involved in marketing and sponsorship relationships with international and regional companies to commercialize its brand. It also markets and sells sports apparel, training and leisure wear, and other clothing; and other licensed products, such as coffee mugs and bed spreads featuring the Manchester United brand and trademarks. The company distributes these products through Manchester United branded retail centers and e-commerce platforms, and through partners’ wholesale distribution channels. In addition, it distributes live football content directly, as well as through commercial partners; television rights relating to the Premier League, Union of European Football Associations club competitions, and other competitions; delivers Manchester United programming through MUTV television channel to territories worldwide; and offers MUTV D2C, a subscription mobile application. Further, it operates Old Trafford, a sports venue, as well as owns or leases, and invests in properties. The company was formerly known as Manchester United Ltd. changed its name to Manchester United plc in August 2012. Manchester United plc was founded in 1878 and is headquartered in Manchester, the United Kingdom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marti Technologies, Inc. (NYSEAM:MRT)",NYSEAM:MRT,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Passenger Ground Transportation,"Marti Technologies, Inc. (NYSEAM:MRT) 2024 Form 20-F","Marti Technologies, Inc. provides tech-enabled urban transportation services to riders in Turkey. It also operates a mobility app that provides multiple transportation services, such as a ride hailing service that matches riders with car, motorcycle, and taxi drivers, as well as operates a fleet of e-mopeds, e-bikes, and e-scooters. In addition, the company offers Super subscriber package, which enables riders to purchase the Marti rides in advance by daily or weekly. The company was founded in 2018 and is headquartered in Istanbul, Turkey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Materialise NV (NasdaqGS:MTLS),NasdaqGS:MTLS,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Application Software,Materialise NV (NasdaqGS:MTLS) 2024 Form 20-F,"Materialise NV provides additive manufacturing and medical software, and 3D printing services in the Americas, Europe and Africa, and the Asia-Pacific. The company operates through three segments: Materialise Software, Materialise Medical, and Materialise Manufacturing. The Materialise Software segment offers software through programs and platforms that enable and enhance the functionality of 3D printers and of 3D printing operations. Its software interfaces between various types of 3D printers; and various software applications and capturing technologies, including computer-aided design/computer-aided manufacturing packages and 3D scanners. This segment serves 3D printing machine manufacturers; production companies and contract manufacturers in automotive, aerospace, consumer goods, and hearing aid industries; and 3D printing service bureaus through its sales force, Website, and third party distributors. The Materialise Medical segment provides medical software that allows medical-image based analysis, planning, and engineering, as well as patient-specific design and printing of surgical devices and implants. It serves medical device companies, hospitals, universities, research institutes, and industrial companies through its direct sales force, Website, and picture archiving and communication system. The Materialise Manufacturing segment provides 3D printing services, design and engineering services, and rapid prototyping and additive manufacturing of production parts to industrial and commercial customers. The company has collaboration agreements with Zimmer Biomet Holdings, Inc.; Encore Medical, L.P.; DePuy Synthes Companies of Johnson & Johnson; Limacorporate Spa; Mathys AG; Corin Ltd; Smith & Nephew Inc.; Corin Ltd; Medtronic Inc.; and Abbott Laboratories Inc. Materialise NV was incorporated in 1990 and is headquartered in Leuven, Belgium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MCNEX Co., Ltd (KOSE:A097520)",KOSE:A097520,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Electronic Components,"MCNEX Co., Ltd (KOSE:A097520) - Form ","MCNEX Co., Ltd manufactures and sells camera modules in South Korea and internationally. The company offers mobile and automotive camera modules. It also offers actuator, biometric sensing, and IOT solutions. In addition, the company provides AR, VR, and 3D solutions. MCNEX Co., Ltd was founded in 2004 and is based in Incheon, South Korea.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Message Logic, Inc.",-,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Application Software,Data Storage Corporation (NasdaqCM:DTST) 2019 Form 10-K,"Message Logic, Inc. provides compliant messages archiving solutions. It offers its solutions with message analytics. The company provides MLArchiver, a hardware appliance solution for archiving and monitoring emails, IM and Bloomberg messages, and processing the content of electronic communications; MLArchiverVM, a VMwareReady solution for email archiving; and MLArchiverVM – SaaS, a program for service providers to deliver email archiving to their clients. In addition, it offers message intelligence, enterprise regulatory data search, electronic data discovery, litigation hold process, corporate email compliance, employee email content monitoring, message privacy protection solutions and services, Pre-Search message archiving technology, and regulatory standards compliance solutions. The company serves financial services firms, health care organizations, K-12 schools, local government, life sciences, transportation, and manufacturing companies, as well as hedge funds. Message Logic, Inc. was formerly known as InBoxer Inc. The company was incorporated in 2012 and is based in Bedford, Massachusetts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micro Focus International Limited,-,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Application Software,Key DevelopmentStrategic Alliances May-12-2021,"Micro Focus International Limited designs and develops enterprise software solutions for businesses in the United Kingdom, the United States, Germany, Canada, France, Japan, and internationally. It offers infrastructure software products that are managed on a portfolio. The company’s product portfolio includes sector-agnostic products, such as application modernization and connectivity solutions that help customers to unlock the value from core business applications for modernization, which enable a transformational journey to deliver ongoing value and flexibility from IT investments, and on or off the mainframe; application delivery management solutions that help customers to increase velocity, remove bottlenecks, and deliver high-performing applications to support their digital business; and IT operations management solutions for service assurance, automate the service fulfillment life cycle, and strengthen IT service governance. It also offers CyberRes, a security solution that helps enterprises to create cyber resilience through detecting threats, securing data and applications, and protecting identities, which enables customers to adapt and evolve for the future; and information management and governance solutions that help customers to analyze, understand, and control data to derive value and manage enterprise risk. It serves the airline, education, financial, government, and healthcare sectors. The company was founded in 1976 and is based in Newbury, United Kingdom. Micro Focus International Limited operates as a subsidiary of Open Text Corporation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Corporation (NasdaqGS:MSFT),NasdaqGS:MSFT,"Activision Blizzard, Inc.","Subsidiary/Investment
                         ",Licensor,Systems Software,"Activision Blizzard, Inc. 2023 Form 10-K","Microsoft Corporation develops and supports software, services, devices and solutions worldwide. The Productivity and Business Processes segment offers office, exchange, SharePoint, Microsoft Teams, office 365 Security and Compliance, Microsoft viva, and Microsoft 365 copilot; and office consumer services, such as Microsoft 365 consumer subscriptions, Office licensed on-premises, and other office services. This segment also provides LinkedIn; and dynamics business solutions, including Dynamics 365, a set of intelligent, cloud-based applications across ERP, CRM, power apps, and power automate; and on-premises ERP and CRM applications. The Intelligent Cloud segment offers server products and cloud services, such as azure and other cloud services; SQL and windows server, visual studio, system center, and related client access licenses, as well as nuance and GitHub; and enterprise services including enterprise support services, industry solutions, and nuance professional services. The More Personal Computing segment offers Windows, including windows OEM licensing and other non-volume licensing of the Windows operating system; Windows commercial comprising volume licensing of the Windows operating system, windows cloud services, and other Windows commercial offerings; patent licensing; and windows Internet of Things; and devices, such as surface, HoloLens, and PC accessories. Additionally, this segment provides gaming, which includes Xbox hardware and content, and first- and third-party content; Xbox game pass and other subscriptions, cloud gaming, advertising, third-party disc royalties, and other cloud services; and search and news advertising, which includes Bing, Microsoft News and Edge, and third-party affiliates. The company sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online, and retail stores. The company was founded in 1975 and is headquartered in Redmond, Washington.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Corporation (NasdaqGS:MSFT),NasdaqGS:MSFT,"Activision Blizzard, Inc.","Subsidiary/Investment
                         ",Supplier,Systems Software,"Activision Blizzard, Inc. 2023 Form 10-K","Microsoft Corporation develops and supports software, services, devices and solutions worldwide. The Productivity and Business Processes segment offers office, exchange, SharePoint, Microsoft Teams, office 365 Security and Compliance, Microsoft viva, and Microsoft 365 copilot; and office consumer services, such as Microsoft 365 consumer subscriptions, Office licensed on-premises, and other office services. This segment also provides LinkedIn; and dynamics business solutions, including Dynamics 365, a set of intelligent, cloud-based applications across ERP, CRM, power apps, and power automate; and on-premises ERP and CRM applications. The Intelligent Cloud segment offers server products and cloud services, such as azure and other cloud services; SQL and windows server, visual studio, system center, and related client access licenses, as well as nuance and GitHub; and enterprise services including enterprise support services, industry solutions, and nuance professional services. The More Personal Computing segment offers Windows, including windows OEM licensing and other non-volume licensing of the Windows operating system; Windows commercial comprising volume licensing of the Windows operating system, windows cloud services, and other Windows commercial offerings; patent licensing; and windows Internet of Things; and devices, such as surface, HoloLens, and PC accessories. Additionally, this segment provides gaming, which includes Xbox hardware and content, and first- and third-party content; Xbox game pass and other subscriptions, cloud gaming, advertising, third-party disc royalties, and other cloud services; and search and news advertising, which includes Bing, Microsoft News and Edge, and third-party affiliates. The company sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online, and retail stores. The company was founded in 1975 and is headquartered in Redmond, Washington.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MicroVision, Inc. (NasdaqGM:MVIS)",NasdaqGM:MVIS,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Electronic Equipment and Instruments,"MicroVision, Inc. (NasdaqGM:MVIS) 2024 Form 10-K","MicroVision, Inc. develops and sells lidar sensors and software used in automotive safety and autonomous driving applications. It offers a suite of light detection and ranging (lidar) sensors and perception; and validation software for automotive OEMs, advanced driver-assistance systems, and autonomous vehicle applications, as well as non-automotive applications including industrial, robotics, and smart infrastructure. The company also provides MAVIN DR, a dynamic view lidar system, which combines short, medium, and long range sense and field of view into one form; lidar sensors under the MOVIA brand name; and MOSAIK, a software that automates manual data classification or annotation process. In addition, it provides engineering services for its hardware and software products. The company markets its products to customers directly, through trade shows, and its website. MicroVision, Inc. was founded in 1993 and is headquartered in Redmond, Washington.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MobileIron, Inc.",-,Microsoft Corporation (NasdaqGS:MSFT),"Self
                         ",Supplier,Application Software,"MobileIron, Inc. 2020 Form 10-K","MobileIron, Inc. provides mobile IT platform that enables enterprises to manage and secure mobile applications, content, and devices while offering their employees with device choice, privacy, and a native user experience worldwide. It offers MobileIron security platform, which includes MobileIron unified endpoint management, a security platform that provides the fundamental visibility and IT controls to secure, manage, and monitor various corporate or employee-owned mobile devices or desktops that access business-critical data; MobileIron Access to block untrusted devices and applications from accessing cloud services based on security posture and compliance, as well as provide zero sign-on; and MobileIron Tunnel that provides connectivity through a per-app VPN to connect applications to back-end services. The company’s MobileIron security platform also comprises MobileIron Threat Defense to identify zero-day threats on the device across networks and within client apps; and MobileIron secure applications for end-user productivity, such as enterprise app store, secure content, secure email and PIM, remote troubleshooting, and secure browsing applications, as well as MobileIron AppConnect, an SDK and wrapper that third-party developers integrate into their applications to provide security through additional encryption and advanced security controls. It serves various industries, including financial services, government, healthcare, legal, manufacturing, professional services, retail, technology, and telecommunications primarily through distributors, resellers, service providers, system vendors, and system integrators. The company was incorporated in 2007 and is based in Mountain View, California. MobileIron, Inc. was formerly known as Mobile Iron, Inc. and changed its name to MobileIron, Inc. in May 2014. As of December 1, 2020, MobileIron, Inc. operates as a subsidiary of Ivanti Software, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
