Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
Hinopak Motors Limited (KASE:HINO),KASE:HINO,"Hino Motors, Ltd. (TSE:7205)","Subsidiary/Investment
                         ",Supplier,Construction Machinery and Heavy Transportation Equipment,Hinopak Motors Limited (KASE:HINO) - Form Doc,"Hinopak Motors Limited assembles, manufactures, and sells Hino buses and trucks in Pakistan. The company provides trucks and prime movers, and light duty trucks; and bus chassis and various bus bodies. It also offers specialized vehicles for the hauling of various supplies; and spare parts and accessories. The company was incorporated in 1985 and is headquartered in Karachi, Pakistan. Hinopak Motors Limited is a subsidiary of Hino Motors Limited."
Honda Automobile (China) Co. Ltd,-,"GAC Toyota Motor Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Automobile Manufacturers,"Guangzhou Automobile Group Co., Ltd. (SEHK:2238) 2018 Form Doc","Honda Automobile (China) Co., Ltd. operates as a subsidiary of Honda Motor Co., Ltd."
"H-One Co.,Ltd. (TSE:5989)",TSE:5989,Daihatsu Motor Co. Ltd.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"H-One Co.,Ltd. (TSE:5989) - Form ","H-One Co.,Ltd. manufactures and sells automotive and motorcycle parts, and dies and welding equipment in Japan and internationally. The company offers automobile frames, including front bulkhead, front side frame, rear frame, rear wheelhouse comp, and pillar, as well as door beams. It also provides motorcycle and power products, such as control levers, yoke rotors, and pushrods; and metal separators and 3DQ body frames. The company was formerly known as Hirata Technical Co., Ltd., and changed its name to H-One Co.,Ltd. in April 2006. H-One Co.,Ltd. was founded in 1930 and is headquartered in Saitama, Japan."
"H-One Co.,Ltd. (TSE:5989)",TSE:5989,"Hino Motors, Ltd. (TSE:7205)","Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"H-One Co.,Ltd. (TSE:5989) - Form ","H-One Co.,Ltd. manufactures and sells automotive and motorcycle parts, and dies and welding equipment in Japan and internationally. The company offers automobile frames, including front bulkhead, front side frame, rear frame, rear wheelhouse comp, and pillar, as well as door beams. It also provides motorcycle and power products, such as control levers, yoke rotors, and pushrods; and metal separators and 3DQ body frames. The company was formerly known as Hirata Technical Co., Ltd., and changed its name to H-One Co.,Ltd. in April 2006. H-One Co.,Ltd. was founded in 1930 and is headquartered in Saitama, Japan."
"H-One Co.,Ltd. (TSE:5989)",TSE:5989,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Automotive Parts and Equipment,"H-One Co.,Ltd. (TSE:5989) - Form ","H-One Co.,Ltd. manufactures and sells automotive and motorcycle parts, and dies and welding equipment in Japan and internationally. The company offers automobile frames, including front bulkhead, front side frame, rear frame, rear wheelhouse comp, and pillar, as well as door beams. It also provides motorcycle and power products, such as control levers, yoke rotors, and pushrods; and metal separators and 3DQ body frames. The company was formerly known as Hirata Technical Co., Ltd., and changed its name to H-One Co.,Ltd. in April 2006. H-One Co.,Ltd. was founded in 1930 and is headquartered in Saitama, Japan."
Hongkong and Shanghai Banking Corporation Ltd. - Indonesia Branches (Acquired),-,PT Toyota Astra Financial Services,"Subsidiary/Investment
                         ",Creditor,Regional Banks,PT Toyota Astra Financial Services 2020 Form Doc,"The Hongkong and Shanghai Banking Corporation first opened its branch in Indonesia in 1884. The Bank’s office is located at the World Trade Center Building, Jl. Jend. Sudirman Kav. 29-31, Jakarta. The Bank’s operations are conducted through the Jakarta main branch and its sub-branches in Surabaya, Bandung, Batam, Semarang and Medan. The ultimate holding company of the Bank is HSBC Holdings plc, which is incorporated in United Kingdom. HSBC Holdings plc has subsidiaries and affiliates throughout the world."
"Hotai Finance Co., Ltd. (TWSE:6592)",TWSE:6592,"Hino Motors, Ltd. (TSE:7205)","Subsidiary/Investment
                         ",Supplier,Consumer Finance,"Hotai Finance Co., Ltd. (TWSE:6592) 2024 Form Doc","Hotai Finance Co., Ltd. provides vehicle installment sales, and leasing of vehicles and equipment services in Taiwan and China. The company provides new and used car installment loans; installment loans for equipment; installment loans for new and used large motorcycles; and installments loans for motorcycle and scooter; as well as refinancing installment for vehicles; and installments for commodities. It offers raw materials financing; and digital services through mobile payment app. Hotai Finance Co., Ltd. was incorporated in 1999 and is based in Taipei, Taiwan."
"Hotai Finance Co., Ltd. (TWSE:6592)",TWSE:6592,Lexus,"Subsidiary/Investment
                         ",Supplier,Consumer Finance,"Hotai Finance Co., Ltd. (TWSE:6592) 2024 Form Doc","Hotai Finance Co., Ltd. provides vehicle installment sales, and leasing of vehicles and equipment services in Taiwan and China. The company provides new and used car installment loans; installment loans for equipment; installment loans for new and used large motorcycles; and installments loans for motorcycle and scooter; as well as refinancing installment for vehicles; and installments for commodities. It offers raw materials financing; and digital services through mobile payment app. Hotai Finance Co., Ltd. was incorporated in 1999 and is based in Taipei, Taiwan."
"Hotai Finance Co., Ltd. (TWSE:6592)",TWSE:6592,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Consumer Finance,"Hotai Finance Co., Ltd. (TWSE:6592) 2024 Form Doc","Hotai Finance Co., Ltd. provides vehicle installment sales, and leasing of vehicles and equipment services in Taiwan and China. The company provides new and used car installment loans; installment loans for equipment; installment loans for new and used large motorcycles; and installments loans for motorcycle and scooter; as well as refinancing installment for vehicles; and installments for commodities. It offers raw materials financing; and digital services through mobile payment app. Hotai Finance Co., Ltd. was incorporated in 1999 and is based in Taipei, Taiwan."
"Hotai Motor Co.,Ltd. (TWSE:2207)",TWSE:2207,"Central Motor Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Automotive Retail,"Hotai Motor Co.,Ltd. (TWSE:2207) 2024 Form Doc","Hotai Motor Co.,Ltd., together with its subsidiaries, exports and imports, trades, and sells vehicles, automobile air conditioners, and related parts in Taiwan and Mainland China. It is also involved in the installment sales and vehicle leasing, used vehicles selling, property and casualty insurance, trading of vehicle products/accessories, solar power, energy storage, and vehicle repairing activities, electronic parts and components manufacturing, as well as property management business. In addition, the company provides e-commerce platform services, decision making, capital using and financial management, information, taxi, employee training, consulting, factoring, freight forwarding, transportation and storage, and other services; and designs and produces advertisement. It provides products under the TOYOTA, LEXUS, and HINO brands. Hotai Motor Co.,Ltd. was incorporated in 1947 and is headquartered in Taipei, Taiwan."
"Hotai Motor Co.,Ltd. (TWSE:2207)",TWSE:2207,"Kuozui Motors, Ltd.","Subsidiary/Investment
                         ",Supplier,Automotive Retail,"Hotai Motor Co.,Ltd. (TWSE:2207) 2024 Form Doc","Hotai Motor Co.,Ltd., together with its subsidiaries, exports and imports, trades, and sells vehicles, automobile air conditioners, and related parts in Taiwan and Mainland China. It is also involved in the installment sales and vehicle leasing, used vehicles selling, property and casualty insurance, trading of vehicle products/accessories, solar power, energy storage, and vehicle repairing activities, electronic parts and components manufacturing, as well as property management business. In addition, the company provides e-commerce platform services, decision making, capital using and financial management, information, taxi, employee training, consulting, factoring, freight forwarding, transportation and storage, and other services; and designs and produces advertisement. It provides products under the TOYOTA, LEXUS, and HINO brands. Hotai Motor Co.,Ltd. was incorporated in 1947 and is headquartered in Taipei, Taiwan."
"Hwaseung Corporation Co.,Ltd. (KOSE:A013520)",KOSE:A013520,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Tires and Rubber,"Hwaseung Corporation Co.,Ltd. (KOSE:A013520) - Form ","Hwaseung Corporation Co.,Ltd. provides automobile parts and products. The company’s products portfolio comprises weather strips comprising front and rear glass moldings, glass runs, trunk lids, and inner and outer door belts, as well as hood(seal), sun roof, fixed, door opening, door seal, and door drip weather strips; and hose products, such as air conditioning, power steering return, fuel, radiator, brake vacuum, heater, fuel filler, power steering pressure, hydraulic brake, and intercooler hoses. Hwaseung Corporation Co.,Ltd. was founded in 1953 and is based in Yangsan-si, South Korea."
"Imasen Electric Industrial Co., Ltd. (TSE:7266)",TSE:7266,"Hino Motors, Ltd. (TSE:7205)","Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"Imasen Electric Industrial Co., Ltd. (TSE:7266) - Form ","Imasen Electric Industrial Co., Ltd., together with its subsidiaries, develops, manufactures, and sells auto parts in Japan and internationally. It also manufactures and sells industrial machinery parts, health machinery and equipment, such as powerless walking support machines, as well as other transportation machinery and equipment parts. The company offers power seat adjuster, rear combination lamp, and electromagnetic swirl horn products. In addition, it offers DC converter, power seat/seat heater control ECU, and backup power supply related products. Further, the company provides electric wheelchair, rapok prosthesis, walking support machine, aircraft wire harness, and wire harness for machine tools. Additionally, the company develops, manufactures, and sells industrial cameras and image processing boards. The company manufactures and sells molds, jigs, and other machinery. Imasen Electric Industrial Co., Ltd. was incorporated in 1939 and is headquartered in Inuyama, Japan."
"Imasen Electric Industrial Co., Ltd. (TSE:7266)",TSE:7266,Mitsubishi Fuso Truck and Bus Corporation,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,"Imasen Electric Industrial Co., Ltd. (TSE:7266) - Form ","Imasen Electric Industrial Co., Ltd., together with its subsidiaries, develops, manufactures, and sells auto parts in Japan and internationally. It also manufactures and sells industrial machinery parts, health machinery and equipment, such as powerless walking support machines, as well as other transportation machinery and equipment parts. The company offers power seat adjuster, rear combination lamp, and electromagnetic swirl horn products. In addition, it offers DC converter, power seat/seat heater control ECU, and backup power supply related products. Further, the company provides electric wheelchair, rapok prosthesis, walking support machine, aircraft wire harness, and wire harness for machine tools. Additionally, the company develops, manufactures, and sells industrial cameras and image processing boards. The company manufactures and sells molds, jigs, and other machinery. Imasen Electric Industrial Co., Ltd. was incorporated in 1939 and is headquartered in Inuyama, Japan."
Infomedia Ltd (ASX:IFM),ASX:IFM,Toyota Motor Corporation Australia Limited,"Subsidiary/Investment
                         ",Supplier,Application Software,Infomedia Ltd (ASX:IFM) 2015 Form Doc,"Infomedia Ltd, a technology company, develops and supplies electronic parts catalogues, service quoting software, and e-commerce solutions for the automotive industry worldwide. The company offers parts solutions, including Microcat EPC, an electronic parts catalogue; Microcat PartsBridge, a parts ordering system that connects dealers with body shops to sell OE collision parts; Microcat Market, a parts ordering system that connects dealers with repair shops to sell OE mechanical parts; Microcat CRM, an online CRM for wholesale parts; and Microcat Messenger, an instant messaging tool. It also provides service solutions, such as Superservice Platform, a software that enhances the productivity and profitability of automaker fixed operations departments; Superservice Menus, a service quoting software; Superservice Triage, an online vehicle health check system; Superservice Connect, an online self-serve booking and quoting system; and Superservice Register, an online VIN-specific central database to retrieve vehicle service records. In addition, the company offers INFODRIVE, which provides data insights for automakers and dealerships to reduce operational costs, grow sales, and enhance customer retention; SimplePart, an e-commerce platform that provides automakers and dealers with a branded website, online store, and digital marketing support; Netlube Data, a lubricant recommendation database for oil suppliers; and Netlube CRM, a frontline sales transformation solution for lubricant industry. The company was incorporated in 1987 and is headquartered in Sydney, Australia."
Infomedia Ltd (ASX:IFM),ASX:IFM,Toyota New Zealand Limited,"Subsidiary/Investment
                         ",Supplier,Application Software,Infomedia Ltd (ASX:IFM) 2015 Form Doc,"Infomedia Ltd, a technology company, develops and supplies electronic parts catalogues, service quoting software, and e-commerce solutions for the automotive industry worldwide. The company offers parts solutions, including Microcat EPC, an electronic parts catalogue; Microcat PartsBridge, a parts ordering system that connects dealers with body shops to sell OE collision parts; Microcat Market, a parts ordering system that connects dealers with repair shops to sell OE mechanical parts; Microcat CRM, an online CRM for wholesale parts; and Microcat Messenger, an instant messaging tool. It also provides service solutions, such as Superservice Platform, a software that enhances the productivity and profitability of automaker fixed operations departments; Superservice Menus, a service quoting software; Superservice Triage, an online vehicle health check system; Superservice Connect, an online self-serve booking and quoting system; and Superservice Register, an online VIN-specific central database to retrieve vehicle service records. In addition, the company offers INFODRIVE, which provides data insights for automakers and dealerships to reduce operational costs, grow sales, and enhance customer retention; SimplePart, an e-commerce platform that provides automakers and dealers with a branded website, online store, and digital marketing support; Netlube Data, a lubricant recommendation database for oil suppliers; and Netlube CRM, a frontline sales transformation solution for lubricant industry. The company was incorporated in 1987 and is headquartered in Sydney, Australia."
Inoue Rubber (Thailand) Public Company Limited (SET:IRC),SET:IRC,"Hino Motors, Ltd. (TSE:7205)","Subsidiary/Investment
                         ",Supplier,Tires and Rubber,Inoue Rubber (Thailand) Public Company Limited (SET:IRC) 2023 Form Doc,"Inoue Rubber (Thailand) Public Company Limited engages in the research, development, manufacture, and distribution of motorcycle tires and tubes in Thailand and internationally. The company also provides industrial elastomer parts, including rubber bushing, railway rubber, housing gaskets, rubber chips, grommets, rubber level crossing, hole protection, covers, cushion rubber, rubber protectors, trim bonnet rear, and rubber isolator for agriculture and fishery, infrastructure project, construction, and other industries. In addition, it offers automotive elastomer products, such as hose air intake, socket covers, lamp and lens gasket, door and front grommets, column hole/cover assy-hole, weather strip inner and hood, shield fuel tank, gauge oil level, door stoppers, trunk lids, weather strip front window, rubber strap and mirror, and plug for automotive industry. Further, the company provides cooling machine rubber cushions for electrical appliances, construction material, container seals, and other products. Additionally, it manufactures, repairs, and modifies metal molds and equipment for the production of motorcycle tires, tubes, and automotive rubber parts. Inoue Rubber (Thailand) Public Company Limited was founded in 1969 and is headquartered in Pathum Thani, Thailand."
Inoue Rubber (Thailand) Public Company Limited (SET:IRC),SET:IRC,"Toyota Motor Thailand Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Tires and Rubber,Inoue Rubber (Thailand) Public Company Limited (SET:IRC) 2023 Form Doc,"Inoue Rubber (Thailand) Public Company Limited engages in the research, development, manufacture, and distribution of motorcycle tires and tubes in Thailand and internationally. The company also provides industrial elastomer parts, including rubber bushing, railway rubber, housing gaskets, rubber chips, grommets, rubber level crossing, hole protection, covers, cushion rubber, rubber protectors, trim bonnet rear, and rubber isolator for agriculture and fishery, infrastructure project, construction, and other industries. In addition, it offers automotive elastomer products, such as hose air intake, socket covers, lamp and lens gasket, door and front grommets, column hole/cover assy-hole, weather strip inner and hood, shield fuel tank, gauge oil level, door stoppers, trunk lids, weather strip front window, rubber strap and mirror, and plug for automotive industry. Further, the company provides cooling machine rubber cushions for electrical appliances, construction material, container seals, and other products. Additionally, it manufactures, repairs, and modifies metal molds and equipment for the production of motorcycle tires, tubes, and automotive rubber parts. Inoue Rubber (Thailand) Public Company Limited was founded in 1969 and is headquartered in Pathum Thani, Thailand."
International Casting Products Company Limited,-,Hino Motors Manufacturing (Thailand) Ltd.,"Subsidiary/Investment
                         ",Supplier,Steel,Somboon Advance Technology Public Company Limited (SET:SAT) 2024 Form Doc,"International Casting Products Company Limited manufactures iron castings. The company is based in Rayong, Thailand. International Casting Products Company Limited operates as a subsidiary of Somboon Advance Technology Public Company Limited."
International Casting Products Company Limited,-,"Toyota Motor Thailand Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Steel,Somboon Advance Technology Public Company Limited (SET:SAT) 2024 Form Doc,"International Casting Products Company Limited manufactures iron castings. The company is based in Rayong, Thailand. International Casting Products Company Limited operates as a subsidiary of Somboon Advance Technology Public Company Limited."
ioneer Ltd (ASX:INR),ASX:INR,"Prime Planet Energy & Solutions, Inc.","Subsidiary/Investment
                         ",Supplier,Diversified Metals and Mining,ioneer Ltd (ASX:INR) 2023 Form 20-F,"ioneer Ltd engages in the exploration and development of mineral properties in North America. Its principal property is the Rhyolite Ridge lithium-boron project located in the state of Nevada, the United States. The company was formerly known as Global Geoscience Limited and changed its name to ioneer Ltd in November 2018. The company was incorporated in 2001 and is based in North Sydney, Australia."
Isgec Heavy Engineering Limited (BSE:533033),BSE:533033,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Industrial Machinery and Supplies and Components,Isgec Heavy Engineering Limited (BSE:533033) 7/29 Form Doc,"Isgec Heavy Engineering Limited provides engineering solutions worldwide. It operates through two segments: Manufacturing of Machinery & Equipment; and Engineering, Procurement & Construction. The company provides process plant equipment, including reactors, high pressure vessels, shell and tube heat exchangers, columns and towers, and high pressure boiler drums; boilers, such as solid and biomass fuels, bagasse and biomass, oil and gas fired, blast furnace gas fired, waste to energy, and heat recovery boilers, as well as auxiliaries, such as air pollution control equipment, bag filters, SCR/SNCR, flue gas desulphurization systems, and deaerators; and field services comprising site construction and commissioning, operation and maintenance, supervision, retrofitting and modernization, residual life assessment studies, spares, and technical assistance. It offers engineering, procurement, and construction services; sugar plants and machinery that include mills, diffusers, process house equipment, sugar refinery, turnkey distillery plants, and spares and retrofits; presses comprising mechanical and hydraulic straight sided presses, mechanical gap and ring frame presses, and servo presses; and steel castings, including steam/gas turbine, hydro turbine, valve, pump, mining and crushing, and general engineering castings. In addition, the company offers iron castings, air pollution control equipment, and liquefied gas containers, as well as provides contract manufacturing services. Further, it manufactures and sells sugar and its by-products, and ethanol and its by-products. It serves power, fertilizer, sugar and distillery, oil and gas, petrochemicals, automobile, steel, defense, cement, chemicals industries, etc. The company was formerly known as The Saraswati Industrial Syndicate Limited and changed its name to Isgec Heavy Engineering Limited in 2011. The company was incorporated in 1933 and is headquartered in Noida, India."
ITM Power Plc (AIM:ITM),AIM:ITM,Toyota (GB) PLC,"Subsidiary/Investment
                         ",Supplier,Heavy Electrical Equipment,Key DevelopmentClient Announcements Jul-11-2017,"ITM Power Plc designs and manufactures proton exchange membrane (PEM) electrolysers in the United Kingdom, Germany, Australia, rest of Europe, and the United States. The company’s product portfolio comprises TRIDENT, an PEM electrolysers stack technology; NEPTUNE, a 2MW plug and play electrolyser for small to mid-size projects; and POSEIDON, a 20 MW electrolysis process module for large-scale projects. ITM Power Plc was founded in 2001 and is headquartered in Sheffield, the United Kingdom."
IVE Group Limited (ASX:IGL),ASX:IGL,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Advertising,IVE Group Limited (ASX:IGL) - Form Doc,"IVE Group Limited engages in the marketing business in Australia. The company offers conceptual and creative design across print, mobile, and interactive media; and personalized communications, including marketing automation, marketing mail, publication mail, e-communications, and multi-channel solutions. It also prints and distributes catalogues, magazines, marketing, and corporate communications materials and stationery; and manufactures point-of-sale display material and large format banners for retail applications. In addition, the company provides data analytics, customer experience strategy, and CRM; and outsourced communication solutions for large organizations, such as development of customized multi-channel management models covering creative and digital services, supply chain optimization, inventory management, warehousing, and logistics. Additionally, it provides fibre-based packaging. The company serves various industry sectors comprising financial services, publishing, retail, communications, property, clubs and associations, not-for-profit, utilities, manufacturing, education, and government. IVE Group Limited was founded in 1921 and is based in Homebush, Australia."
Iwatani Corporation (TSE:8088),TSE:8088,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Oil and Gas Storage and Transportation,Toyota Motor Corporation (TSE:7203) 2023 Form 20-F,"Iwatani Corporation engages in supplying gases and energy in Japan, China, Taiwan, South Korea, Singapore, Thailand, Malaysia, Indonesia, Vietnam, the United States, and Australia. It operates through four segments: Integrated Energy, Industrial Gases & Machinery, Materials, and Agri-bio & Foods. The Integrated Energy segment offers LPG for household, commercial, and industrial use; LPG-supply equipment and facilities; LNG; petroleum products; household kitchen appliances; and home energy components, Ene farm, GHP, daily necessities, portable cooking stoves, gas canisters, mineral water, health foods, electricity, etc. The Industrial Gases & Machinery segment provides air separation gases, hydrogen, helium, other specialty gases, gas supply facilities, welding materials, welding and cutting equipment, industrial robots, pumps and compressors, disaster prevention equipment, and high-pressure gas containers; and semiconductor manufacturing equipment, electronic component manufacturing equipment, factory automation systems, medicine and food packing machinery, and environmental equipment, as well as operates facilities for hydrogen stations. The Materials segment provides PET and general-purpose resins, biomass fuels, secondary battery and semiconductor materials, electronic display films, semiconductor materials, mineral sand, rare earth, ceramics materials, stainless steels, aluminum, etc. The Agri-bio & Foods segment offers frozen and chilled foods, agricultural equipment, agricultural materials, livestock related goods, etc. Iwatani Corporation was founded in 1930 and is headquartered in Osaka, Japan."
Jamna Auto Industries Limited (BSE:520051),BSE:520051,Mitsubishi Fuso Truck and Bus Corporation,"Subsidiary/Investment
                         ",Supplier,Construction Machinery and Heavy Transportation Equipment,Jamna Auto Industries Limited (BSE:520051) 7/8/ Form Doc,"Jamna Auto Industries Limited engages in the manufacture and sale of tapered leaf, parabolic springs, and lift axles under the JAI brand in India and internationally. It offers parabolic and conventional springs for commercial vehicles. The company also provides spring allied components, including U bolts, bolts with nuts, spring pins, bushes, and hanger shackles; lift axle allied components, comprising air springs, steer dampers, bushes, wear washers, male elbows, bolts, castle nuts, cleveloc nuts, inner metal sleeves, and rubber bushes; trailer mechanical suspension products; trailer mechanical SPDs, which include brackets, equalizers, torque rods, bushes, rod pins, center pins, and U-bolts; bus air suspension products; stabilizer bars; and Z-springs. Jamna Auto Industries Limited was founded in 1954 and is based in Faridabad, India."
Jardine Matheson Holdings Limited (SGX:J36),SGX:J36,"Astra Daihatsu Motor, PT","Subsidiary/Investment
                         ",Supplier,Industrial Conglomerates,Jardine Matheson Holdings Limited (SGX:J36) 2023 Form ,"Jardine Matheson Holdings Limited, through its subsidiaries, operates in motor vehicles and related operations, property investment and development, food retailing, health and beauty, home furnishings, engineering and construction, and transport businesses in China, Southeast Asia, and internationally. It also involved in the restaurants and hotels, financial services, heavy equipment, mining, and agribusinesses. The company offers automotive and transport services, as well as invests in, develops, and manages residential, commercial, and mixed-use properties. It also operates 7-Eleven, IKEA, and other retailing business, as well as Pizza Hut and KFC franchise restaurants; and invests in and manages hotels, resorts, and residences, as well as engages in construction and energy, infrastructure and logistics, and information technology businesses. In addition, the company sells and services motor vehicles; invests in, owns, develops, and manages office and retail properties; operates outlets, including supermarkets, hypermarkets, health and beauty stores, and home furnishings stores. Further, it engages in the automotive dealerships business. Additionally, the company invests in digital business, such as Halodoc, a healthtech online ecosystem; Sayurbox, an e-commerce grocery platform; Paxel, a technology-based logistics business; and OLX, a used car platform. Jardine Matheson Holdings Limited was founded in 1832 and is based in Hamilton, Bermuda."
Jindal Stainless (Hisar) Limited (BSE:JSLHISAR) (Acquired),BSE:JSLHISAR,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Steel,Jindal Stainless (Hisar) Limited (BSE:JSLHISAR) - Form Doc,"Jindal Stainless (Hisar) Limited manufactures and sells stainless steel products worldwide. The company produces stainless steel strips for razor blades; and coin blanks, serving the needs of Indian and international mints. Its product range includes ferro alloys, stainless steel slabs and blooms, hot rolled coils, plates and sheets, and cold rolled coils and sheets. The company’s products are used in various applications, such as architecture, building, and construction; automotive and transportation; railway; consumer durables; process industry; nuclear; and plumbing. Jindal Stainless (Hisar) Limited was founded in 1975 and is based in New Delhi, India. As of March 2, 2023, Jindal Stainless (Hisar) Limited was acquired by Jindal Stainless Limited (NSEI:JSL).
"
"Joshin Denki Co., Ltd. (TSE:8173)",TSE:8173,Toyota Motor Corporation (TSE:7203),"Self
                         ",Franchisor,Computer and Electronics Retail,"Joshin Denki Co., Ltd. (TSE:8173) 2023 Form Doc","Joshin Denki Co., Ltd. operates electrical appliance retail and ancillary business in Japan. It offers home appliances, information and communication equipment, entertainment products, housing equipment, and related products. The company also engages in product delivery, installation, repair and maintenance services; and installation and setting of information communication equipment, as well as provision of management guidance, product supply, etc. In addition, it operates non-life and life insurance agency business, and business related to long-term repair warranty system; and specialty store that rents music and video software, and buy and sells second-hand books, etc. The company was formerly known as Joshin Denki Sangyo Co., Ltd. and changed its name to Joshin Denki Co., Ltd. in April 1958. Joshin Denki Co., Ltd. was founded in 1948 and is headquartered in Osaka, Japan."
"Joyful Honda Co.,Ltd. (TSE:3191)",TSE:3191,Toyota Finance Corporation,"Subsidiary/Investment
                         ",Supplier,Home Improvement Retail,"Joyful Honda Co.,Ltd. (TSE:3191) 2023 Form Doc","Joyful Honda Co.,Ltd., through its subsidiaries, engages in the home improvement retail business in Japan. The company operates home centers, including timber, building materials, paints, tools, hardware, worker essentials, and electrical fittings. It also provides gardening and plumbing supplies, agricultural materials, and machinery repair services. In addition, it provides wallpapers, carpets and curtains, and lighting for redecorating rooms, as well as consumables, and flower, storage goods, stationery and office supplies, drinks and liquor, drugs, outdoor goods, and bicycles. Further, the company operates garden centers, such as flower and vegetable seedlings, plants, compost, fertilizers, plant pots, bricks, paving stones, and other gardening materials. Additionally, it provides pet centers for dogs, cats, animals and birds, as well as pet foods, cages, toys, and trimmer service, and self-service shower facilities. The company also involved in home renovation, art and craft supplies retail, sports club, and maintenance, and tire sales. It operates 17 stores in Ibaraki, Chiba, Saitama, Tochigi, Gunma, and Tokyo, as well as engages in online shopping activities. Joyful Honda Co.,Ltd. was incorporated in 1975 and is headquartered in Tsuchiura, Japan."
JTEKT Corporation (TSE:6473),TSE:6473,Toyota Motor Corporation (TSE:7203),"Self
                         ",Supplier,Automotive Parts and Equipment,JTEKT Corporation (TSE:6473) - Form Doc,"JTEKT Corporation manufactures and sells steering systems, driveline components, bearings, machine tools, electronic control devices, home accessory equipment, etc. It offers steering systems, such as electric power steering, hydraulic power steering, and units/components; driveline components, including driveshaft, propeller shaft, spider, couplings, and Torsen limited slip differential products; wheels, such as hub units; engine and peripheral parts that include damper pulley and drive plates; and transmission products, such as electric pump for idle-stop system, shifters, and solenoid valves. The company also provides sensor systems comprising peripherals for social infrastructures; products for the research and development field, including semiconductor transducers, load cells, DC amplifiers, and pressure transducer for welding guns and indicators; medical equipment, such as pressure sensors for dialyzers; and heat-resistant lithium-ion capacitors. In addition, it offers ball and roller bearings; and oil seals and precision mechanical equipments. Further, the company provides machine tools, such as grinders, machining and gear skiving centers, and cutting machines. It offers its products under the JTEKT, KOYO, and TOYODA brands. The company operates in Japan, Africa, Europe, North America, Asia, Oceania, South America, and internationally. JTEKT Corporation was founded in 1921 and is headquartered in Aichi, Japan."
JTEKT India Limited (BSE:520057),BSE:520057,Toyota Kirloskar Motor Private Limited,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,JTEKT India Limited (BSE:520057) 7/18 Form Doc,"JTEKT India Limited manufactures and sells steering systems and auto components for the passenger car and utility vehicle manufacturers in the automobile sector in India. The company offers steering systems, driveline components,  bearings, machine tools, electronic control devices, and home accessory equipment. It also offers columns and RPS assemblies, axle assemblies, and other auto ancillaries. The company exports its precision products to the United States, Europe, and Japan. JTEKT India Limited was formerly known as Sona Koyo Steering Systems Limited and changed its name to JTEKT India Limited in April 2018. The company was incorporated in 1984 and is headquartered in Gurugram, India. JTEKT India Limited is a subsidiary of JTEKT Corporation."
Kamarajar Port Limited,-,Toyota Kirloskar Motor Private Limited,"Subsidiary/Investment
                         ",Supplier,Marine Ports and Services,Kamarajar Port Limited - Form Doc,"Kamarajar Port Limited engages in the development and operation of a port in India. It engages in the vessel handling and cargo services, as well as operates terminals. Kamarajar Port Limited was formerly known as Ennore Port Limited and changed its name to Kamarajar Port Limited in February 2014. The company was incorporated in 1999 and is based in Chennai, India."
Kanemitsu Corporation (TSE:7208),TSE:7208,Daihatsu Motor Co. Ltd.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Kanemitsu Corporation (TSE:7208) - Form ,"Kanemitsu Corporation engages in the development, manufacture, and sale of pulleys for automobiles, and agricultural machinery and three-dimensional steel plates in Japan. The company offers engine parts including crankshaft, power steering, alternator, fan, and water pump pulley, as well as sensor plate, tensioner base, tight plug, crankshaft and camshaft sprocket; transmission parts, such as piston drive pulley, flange lock-up clutch, cover canceller force, and drum C2 clutch inner; and EPS parts, which include inner hub, housing, and ring products. It also provides home appliance parts including water container; and motor case and airbag parts. The company was founded in 1947 and is headquartered in Akashi, Japan."
