Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
Fiem Industries Limited (NSEI:FIEMIND),NSEI:FIEMIND,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Fiem Industries Limited (NSEI:FIEMIND) 7/9/ Form Doc,"Fiem Industries Limited manufactures and supplies automotive lighting and signaling equipment, rear view mirrors, and sheet metal and plastic parts in India and internationally. The company operates through Automotive and Others segments. It offers LED and conventional head, tail, blinker, and fog lamps, warning triangles, and interior lamps. In addition, the company provides sheet metal components for motorised vehicles, and LED luminaries comprising of indoor and outdoor lighting, display panels and integrated passengers information system. Further, it offers bank angle sensor, canister, prismatic mirror, and plastic moulded parts. The company serves two, three, and four-wheeler original equipment manufacturers. Fiem Industries Limited was incorporated in 1989 and is headquartered in New Delhi, India."
Fiem Industries Limited (NSEI:FIEMIND),NSEI:FIEMIND,Honda Motorcycle and Scooter India Pvt. Ltd.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Fiem Industries Limited (NSEI:FIEMIND) 7/9/ Form Doc,"Fiem Industries Limited manufactures and supplies automotive lighting and signaling equipment, rear view mirrors, and sheet metal and plastic parts in India and internationally. The company operates through Automotive and Others segments. It offers LED and conventional head, tail, blinker, and fog lamps, warning triangles, and interior lamps. In addition, the company provides sheet metal components for motorised vehicles, and LED luminaries comprising of indoor and outdoor lighting, display panels and integrated passengers information system. Further, it offers bank angle sensor, canister, prismatic mirror, and plastic moulded parts. The company serves two, three, and four-wheeler original equipment manufacturers. Fiem Industries Limited was incorporated in 1989 and is headquartered in New Delhi, India."
"Flint Co.,Ltd.",-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,,"F.C.C. Co., Ltd. (TSE:7296) - Form Doc","As of September 30, 2017, Flint Co.,Ltd. operates as a subsidiary of F.C.C. Co., Ltd.
"
Fox Factory Holding Corp. (NasdaqGS:FOXF),NasdaqGS:FOXF,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Fox Factory Holding Corp. (NasdaqGS:FOXF) 2024 Form 10-K,"Fox Factory Holding Corp. designs, engineers, manufactures, and markets performance-defining products and system worldwide. The company offers powered vehicle products for side-by-side vehicles, on-road vehicles with and without off-road capabilities, off-road vehicles and trucks, all-terrain vehicles, snowmobiles, and specialty vehicles and applications, such as military, motorcycles, and commercial trucks; lift kits and components with shock products and aftermarket accessory packages for trucks; and mid-end and high-end front fork and rear suspension products. It also provides suspension tuning services, as well as wheels, off-road tires and accessories. In addition, the company offers mountain and gravel bike wheels, and other performance cycling components, including cranks, chainrings, pedals, bars, stems, and seat posts, as well as baseball and softball products comprising metal bats, wood bats, apparel and accessories, batting gloves, fielding gloves, and bags and protective equipment under the Marucci brand. The company serves aftermarket applications products under the BDS Suspension, Zone Offroad, JKS Manufacturing, RT Pro UTV, 4x4 Posi-Lok, Ridetech, Tuscany, Outside Van, SCA, and Custom Wheel House brands; and mountain bikes, e-bikes, and gravel bikes under the FOX, Race Face, Easton Cycling, and Marzocchi brands. Fox Factory Holding Corp. was incorporated in 2007 and is based in Duluth, Georgia."
F-Tech Inc. (TSE:7212),TSE:7212,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,F-Tech Inc. (TSE:7212) - Form ,"F-Tech Inc. designs, develops, manufactures, and sells automotive parts, related dies, machinery, and equipment in Japan, rest of Asia, and North America. The company?s products include various subframes; suspensions and beams comprising rear suspension beams, rear axle beams, trailing arms, and lower arms; control parts, including organ-type accelerator pedals, foot parking brakes, and adjustable pedals; and chassis systems. It also provides stamped parts, body frame parts, and fuel tanks for motorcycles; and aluminum die-castings and plastic components. The company was formerly known as Fukuda Press Kogyo Inc. and changed its name to F-Tech Inc. in 1988. The company was founded in 1947 and is headquartered in Kuki, Japan."
Gabriel India Limited (BSE:505714),BSE:505714,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Gabriel India Limited (BSE:505714) 7/23 Form Doc,"Gabriel India Limited manufactures and sells of ride control products to the automotive industry in India, the Netherlands, and internationally. The company provides canister shock absorbers, telescopic front fork, inverted front fork, canister and big piston design, mono shox, shock absorbers, rear shock absorbers, strut assemblies, FSD suspension; and axle, cabin, and seat dampers. It also offers double-acting hydraulic shock absorbers for conventional coach, shock absorber for EMU/ MEMU/ DMU coach, dampers for diesel locomotive, dampers for rajdhani and shatabadi coach, damper for ICF train 18- vande bharat coach, damper for electric locomotive, and damper for vande bharat coach. In addition, the company provides Macpherson struts, gas springs, brake pads, drive shafts, suspension parts, suspension and strut bush kits, OC springs, coolants, brake fluids, front fork components, oil seals, front fork oil wheel rims, spokes cone sets, and tyres and tubes, as well as offers mountain bikes and modern e-bikes products. Its products are used in two and three wheelers, passenger cars, commercial vehicles, railways, off highway, aftermarkets, and sunroof applications. The company sells its products through carrying and forwarding agents, retailers, and distributors. It also and exports its products. The company was incorporated in 1961 and is headquartered in Pune, India. Gabriel India Limited is a subsidiary of Asia Investments Private Limited."
Gabriel India Limited (BSE:505714),BSE:505714,Honda Motorcycle and Scooter India Pvt. Ltd.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Gabriel India Limited (BSE:505714) 7/23 Form Doc,"Gabriel India Limited manufactures and sells of ride control products to the automotive industry in India, the Netherlands, and internationally. The company provides canister shock absorbers, telescopic front fork, inverted front fork, canister and big piston design, mono shox, shock absorbers, rear shock absorbers, strut assemblies, FSD suspension; and axle, cabin, and seat dampers. It also offers double-acting hydraulic shock absorbers for conventional coach, shock absorber for EMU/ MEMU/ DMU coach, dampers for diesel locomotive, dampers for rajdhani and shatabadi coach, damper for ICF train 18- vande bharat coach, damper for electric locomotive, and damper for vande bharat coach. In addition, the company provides Macpherson struts, gas springs, brake pads, drive shafts, suspension parts, suspension and strut bush kits, OC springs, coolants, brake fluids, front fork components, oil seals, front fork oil wheel rims, spokes cone sets, and tyres and tubes, as well as offers mountain bikes and modern e-bikes products. Its products are used in two and three wheelers, passenger cars, commercial vehicles, railways, off highway, aftermarkets, and sunroof applications. The company sells its products through carrying and forwarding agents, retailers, and distributors. It also and exports its products. The company was incorporated in 1961 and is headquartered in Pune, India. Gabriel India Limited is a subsidiary of Asia Investments Private Limited."
"GAC Toyota Motor Co., Ltd.",-,Honda Automobile (China) Co. Ltd,"Subsidiary/Investment
                         ",Supplier,Automobile Manufacturers,"Guangzhou Automobile Group Co., Ltd. (SEHK:2238) 2018 Form Doc","GAC Toyota Motor Co., Ltd. manufactures and sells automobiles and its parts. The company also engages in new car sales and new energy vehicle sales, and also provides technical services. The company was founded in 2004 and is based in Guangzhou, China. GAC Toyota Motor Co., Ltd. is a joint venture of Toyota Motor Corporation and Guangzhou Automobile Group Co., Ltd."
Gas Malaysia Berhad (KLSE:GASMSIA),KLSE:GASMSIA,Honda Malaysia Sdn. Bhd.,"Subsidiary/Investment
                         ",Supplier,Gas Utilities,Gas Malaysia Berhad (KLSE:GASMSIA) 2024 Form Doc,"Gas Malaysia Berhad sells, markets, and distributes natural gas to the industrial, commercial, and residential sectors in Malaysia. It operates in two segments, Natural Gas & LPG, and Others. The company also develops, operates, and maintains natural gas distribution system in Peninsular Malaysia. In addition, it sells liquefied petroleum gas through a reticulation system; sells, markets, and promotes other gaseous fuel; provides energy solutions to the industrial, commercial, and residential sectors; supplies, sells, and transports compressed natural gas; holds properties; and operates virtual pipelines. The company serves customers in rubber products, food, beverage and tobacco, chemicals products, glass products, fabricated and basic metal, and other industries. The company was incorporated in 1992 and is headquartered in Shah Alam, Malaysia."
Gauzy Ltd. (NasdaqGM:GAUZ),NasdaqGM:GAUZ,"Honda Aircraft Company, LLC","Subsidiary/Investment
                         ",Supplier,Electronic Components,Gauzy Ltd. (NasdaqGM:GAUZ) 2024 Form 424B4,"Gauzy Ltd., an integrated light and vision control company, develops, manufactures, and supplies liquid crystal controllers and films in Israel, the United States, Europe, France, Asia, and internationally. It operates through three segments: Architecture and automotive, Safety tech, and Aeronautics. The company offers suspended particle device, liquid crystal, and films for smart glass applications, as well as camera monitoring systems, and other advanced driver assistance system solutions. It also provides glass rooftops, side windows and windshields for commercial, retail, residential, healthcare, and hospitality application; smart mirrors and safety doors for buses, coaches, recreational vehicles, and specific vehicles; and shading and cabin management systems in private and commercial aircraft and helicopters. The company was incorporated in 2009 and is based in Tel Aviv, Israel."
Gauzy Ltd. (NasdaqGM:GAUZ),NasdaqGM:GAUZ,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Electronic Components,Gauzy Ltd. (NasdaqGM:GAUZ) 2024 Form 424B4,"Gauzy Ltd., an integrated light and vision control company, develops, manufactures, and supplies liquid crystal controllers and films in Israel, the United States, Europe, France, Asia, and internationally. It operates through three segments: Architecture and automotive, Safety tech, and Aeronautics. The company offers suspended particle device, liquid crystal, and films for smart glass applications, as well as camera monitoring systems, and other advanced driver assistance system solutions. It also provides glass rooftops, side windows and windshields for commercial, retail, residential, healthcare, and hospitality application; smart mirrors and safety doors for buses, coaches, recreational vehicles, and specific vehicles; and shading and cabin management systems in private and commercial aircraft and helicopters. The company was incorporated in 2009 and is based in Tel Aviv, Israel."
Gentex Corporation (NasdaqGS:GNTX),NasdaqGS:GNTX,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Gentex Corporation (NasdaqGS:GNTX) 2024 Form 10-K,"Gentex Corporation designs, develops, manufactures, markets, and supplies digital vision, connected car, dimmable glass, and fire protection products in the United States, Germany, Japan, Mexico, Republic of Korea, and internationally. It operates through Automotive Products and Other segments. The company offers automotive products, including interior and exterior electrochromic automatic-dimming rearview mirrors, automotive electronics, and non-automatic-dimming rearview mirrors for automotive passenger cars, light trucks, pick-up trucks, sport utility vehicles, and vans for original equipment manufacturers, automotive suppliers, and various aftermarket and accessory customers. It also provides variable dimmable windows to aircraft manufacturers and airline operators. In addition, the company offers photoelectric smoke detectors and alarms, electrochemical carbon monoxide alarms and detectors, audible and visual signaling alarms, and bells and speakers used in fire detection systems in office buildings, hotels, and other commercial and residential buildings, as well as researches and develops nanofiber chemical sensing products. It sells its fire protection products directly, as well as through sales managers and manufacturer representative organizations to fire protection and security product distributors, electrical wholesale houses, and original equipment manufacturers of fire protection systems. Gentex Corporation was incorporated in 1974 and is headquartered in Zeeland, Michigan."
Gentherm Incorporated (NasdaqGS:THRM),NasdaqGS:THRM,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,Gentherm Incorporated (NasdaqGS:THRM) 2024 Form 10-K,"Gentherm Incorporated designs, develops, manufactures, and sells thermal management and pneumatic comfort technologies in the United States and internationally. The company operates in two segments, Automotive and Medical. The Automotive segment offers climate comfort systems, which include seat heaters, blowers, and thermoelectric devices for variable temperature climate control seats and steering wheel heaters that are designed to provide thermal comfort to automobile passengers; integrated electronic components, such as electronic control units; and other climate comfort systems, including neck and shoulder conditioners and climate control system products for door panels, armrests, cupholders, and storage bins. It also provides battery performance solutions comprising cell connecting devices and battery cable technologies used for various types of automotive batteries; thermal management products for heating and cooling; and automotive electronic and software systems, including electronic control units for climate comfort systems, as well as for memory seat modules and other devices. In addition, it offers lumbar and massage comfort solutions, such as lumbar support, side bolster adjustment, multi-contour seats, and massage systems; automotive cable systems, including ready-made individual cables, and ready-to-install cable networks; and valve systems products consisting of applications that offer solutions in fuel management, and other valves for brake and engine systems. This segment serves light vehicle original equipment manufacturers and tier 1s, such as automotive seat manufacturers, and aftermarket seat distributors and installers. The Medical segment offers patient temperature management systems. The company was formerly known as Amerigon Incorporated and changed its name to Gentherm Incorporated in September 2012. Gentherm Incorporated was incorporated in 1991 and is headquartered in Northville, Michigan."
GMB Korea Corp. (KOSE:A013870),KOSE:A013870,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,GMB Korea Corp. (KOSE:A013870) - Form ,"GMB Korea Corp. manufactures and sells automotive parts in South Korea and internationally. The company offers engine parts, including water pumps, viscous fan clutches, tensioner bearing assemblies, idler bearing assemblies, sockets, and oil pumps; and auto transmission parts, such as spool-valves, manual control shafts, hydraulic pressure pistons, pinion shafts/differential pins, and retainer-U/d brakes. It also provides chassis parts comprising universal joints, tripod joints, steering joints, and cages; bearing parts consisting of ball, water pump, and clutch release bearings; and green energy parts, including electric water pumps, integrates thermal management modules, and valve pump modules. The company was founded in 1979 and is headquartered in Changwon-si, South Korea."
"Grupo Bafar, S.A.B. de C.V.",-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Packaged Foods and Meats,"Grupo Bafar, S.A.B. de C.V. 2023 Form ","Grupo Bafar, S.A.B. de C.V. produces and sells food products in Mexico and internationally. It operates through Consumer Products, Retail, International, New Fiber, Vector, Insurance, B Insurance, and Flycapital divisions. The company offers packaged meat, chicken, turkey, nuggets, tenders, and pork products; beef, salchichon, and pork and cheese; sausages, including hams and bacon under the Parma, Sabori, Country, Griller's, Country Dishes, Montebello, Bafar, Burr, Ponderosa, Perry, and Three Castles brands. It also operates BIF, Carnemart, and La Pastora stores. In addition, the company acquires, develops, and leases real estate properties. Further, it offers microcredit and business loans for commercial, agricultural, and livestock sectors. Additionally, the company offers insurance services and investments for small and medium-sized companies. The company was founded in 1983 and is based in Chihuahua, Mexico."
G-Tekt Corporation (TSE:5970),TSE:5970,"Honda Development and Manufacturing of America, LLC","Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,G-Tekt Corporation (TSE:5970) 2023 Form Doc,"G-Tekt Corporation manufactures and sells auto body components and transmission parts in Japan and internationally. It offers auto body components, such as dashboards, side structures, rear seat reinforcement components, back panels, frames, and floor components; vehicle transmission parts; and dies and production systems. The company was founded in 1952 and is headquartered in Saitama, Japan."
G-Tekt Corporation (TSE:5970),TSE:5970,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Automotive Parts and Equipment,G-Tekt Corporation (TSE:5970) 2023 Form Doc,"G-Tekt Corporation manufactures and sells auto body components and transmission parts in Japan and internationally. It offers auto body components, such as dashboards, side structures, rear seat reinforcement components, back panels, frames, and floor components; vehicle transmission parts; and dies and production systems. The company was founded in 1952 and is headquartered in Saitama, Japan."
"Guangqi Honda Automobile Co., Ltd. (Acquired)",-,Honda Automobile (China) Co. Ltd,"Subsidiary/Investment
                         ",Supplier,Automobile Manufacturers,"Guangzhou Automobile Group Co., Ltd. (SEHK:2238) 2018 Form Doc","As of March 29, 2020, Guangqi Honda Automobile Co., Ltd. was acquired by Honda Motor (China) Investment Co. Ltd. Guangqi Honda Automobile Co., Ltd. engages in the manufacture and sale of passenger vehicles in China. It offers products through dealers. Guangqi Honda Automobile Co., Ltd. was formerly known as Guangzhou Honda Automobile Co., Ltd. and changed its name in April, 2009. The company was founded in 1998 and is based in Guangzhou, China."
"Guangzhou Automobile Group Co., Ltd. (SEHK:2238)",SEHK:2238,Honda Automobile (China) Co. Ltd,"Subsidiary/Investment
                         ",Supplier,Automobile Manufacturers,"Guangzhou Automobile Group Co., Ltd. (SEHK:2238) 2018 Form Doc","Guangzhou Automobile Group Co., Ltd., together with its subsidiaries, engages in the research, development, manufacture, and sale of vehicles and motorcycles, and parts and components; and provision of commercial and financial services in Mainland China and internationally. The company operates through two segments, Vehicles and Related Operations, and Others. It offers large to medium sized passenger vehicles, light and heavy trucks, construction vehicles, and energy vehicles; motorcycles comprising standard motorcycles, sport bikes, scooters, etc.; and auto-parts and components, including engines, gearboxes, car seats, micro motors, shifters, electric controllers, and interior and exterior decorations. The company also provides financial investment, insurance, insurance brokerage, financial leasing, automobile credit, and other related services; and engages in the businesses of vehicle sales, logistics, international trading, second-hand vehicles, end-of-life vehicles disassembling, resources recycling, supporting services, digitalization and mobility transportation services, etc. In addition, it offers investment management services; and engages in the trade of steel. The company was incorporated in 1997 and is headquartered in Guangzhou, the People?s Republic of China. Guangzhou Automobile Group Co., Ltd. is a subsidiary of Guangzhou Automobile Industry Group Co., Ltd."
Hameed Majeed Associates (Pvt) Ltd.,-,Honda Atlas Cars (Pakistan) Limited (KASE:HCAR),"Subsidiary/Investment
                         ",Transfer Agent,Research and Consulting Services,Honda Atlas Cars (Pakistan) Limited (KASE:HCAR) - Form Doc,There is no business description for this supplier.
"Hankook Tire & Technology Co., Ltd. (KOSE:A161390)",KOSE:A161390,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Tires and Rubber,"Hankook Tire & Technology Co., Ltd. (KOSE:A161390) - Form Doc","Hankook Tire & Technology Co., Ltd. manufactures and sells tires worldwide. It offers tires for electric vehicles, passenger cars, SUVs, light trucks, buses, and trucks under the iON, Ventus, Dynapro, Kinergy, Winter i*cept & Winter i*pike, and Smart brands. The company was formerly known as Hankook Tire Co., Ltd. and changed its name to Hankook Tire & Technology Co., Ltd. in May 2019. The company was founded in 1941 and is headquartered in Seongnam, South Korea."
"HeartCore Enterprises, Inc. (NasdaqCM:HTCR)",NasdaqCM:HTCR,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Application Software,"HeartCore Enterprises, Inc. (NasdaqCM:HTCR) 2024 Form 10-K","HeartCore Enterprises, Inc., a software development company, provides Software as a Service solutions to enterprise customers in Japan and internationally. Its customer experience management platform includes marketing, sales, service, and content management systems, as well as other tools and integrations, which enable companies to enhance the customer experience and drive engagement. The company also operates a digital transformation business that offers customers with robotics process automation, process mining, and task mining to accelerate the digital transformation of enterprises. In addition, it provides consulting services; and education, services, and support solutions. The company was founded in 2009 and is headquartered in Tokyo, Japan."
"HeartCore Enterprises, Inc. (NasdaqCM:HTCR)",NasdaqCM:HTCR,Honda Trading Corporation,"Subsidiary/Investment
                         ",Supplier,Application Software,Key DevelopmentClient Announcements Jun-26-2023,"HeartCore Enterprises, Inc., a software development company, provides Software as a Service solutions to enterprise customers in Japan and internationally. Its customer experience management platform includes marketing, sales, service, and content management systems, as well as other tools and integrations, which enable companies to enhance the customer experience and drive engagement. The company also operates a digital transformation business that offers customers with robotics process automation, process mining, and task mining to accelerate the digital transformation of enterprises. In addition, it provides consulting services; and education, services, and support solutions. The company was founded in 2009 and is headquartered in Tokyo, Japan."
Hicom Diecastings Sdn Bhd,-,"American Honda Motor Co., Inc.","Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,DRB-HICOM Berhad (KLSE:DRBHCOM) 2024 Form Doc,"Hicom Diecastings is a Malaysian industrial company that specializes in precision aluminum die casting. It supplies world-class aluminum die cast products and services to the automotive, motorcycle, and related industries. With advanced technology and a highly skilled workforce, Hicom Diecastings is recognized as a leading die caster in the region. The company holds various certifications and is committed to providing high-quality and innovative solutions to its customers."
Hicom Diecastings Sdn Bhd,-,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Industrial Machinery and Supplies and Components,DRB-HICOM Berhad (KLSE:DRBHCOM) 2023 Form Doc,"Hicom Diecastings is a Malaysian industrial company that specializes in precision aluminum die casting. It supplies world-class aluminum die cast products and services to the automotive, motorcycle, and related industries. With advanced technology and a highly skilled workforce, Hicom Diecastings is recognized as a leading die caster in the region. The company holds various certifications and is committed to providing high-quality and innovative solutions to its customers."
Honda Automobile (China) Co. Ltd,-,"Guangqi Honda Automobile Co., Ltd.","Subsidiary/Investment
                         ",Supplier,Automobile Manufacturers,"Guangzhou Automobile Group Co., Ltd. (SEHK:2238) 2018 Form Doc","Honda Automobile (China) Co., Ltd. operates as a subsidiary of Honda Motor Co., Ltd."
Honda India Power Products Limited (BSE:522064),BSE:522064,"American Honda Motor Co., Inc.","Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,Honda India Power Products Limited (BSE:522064) - Form Doc,"Honda India Power Products Limited engages in the manufacture, marketing, and sale of portable generators, water pumps, general purpose engines, lawn mowers, brush cutters, portable gensets, tillers, and marine engines in India and internationally. The company also engages in marketing of outboard motors. It also exports its products. The company was formerly known as Honda Siel Power Products Limited and changed its name to Honda India Power Products Limited in July 2020. Honda India Power Products Limited was incorporated in 1985 and is headquartered in Gautam Buddha Nagar, India."
Honda India Power Products Limited (BSE:522064),BSE:522064,Honda Australia Motorcycle And Power Equipment Pty. Ltd.,"Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,Honda India Power Products Limited (BSE:522064) - Form Doc,"Honda India Power Products Limited engages in the manufacture, marketing, and sale of portable generators, water pumps, general purpose engines, lawn mowers, brush cutters, portable gensets, tillers, and marine engines in India and internationally. The company also engages in marketing of outboard motors. It also exports its products. The company was formerly known as Honda Siel Power Products Limited and changed its name to Honda India Power Products Limited in July 2020. Honda India Power Products Limited was incorporated in 1985 and is headquartered in Gautam Buddha Nagar, India."
Honda India Power Products Limited (BSE:522064),BSE:522064,Honda Canada Inc.,"Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,Honda India Power Products Limited (BSE:522064) - Form Doc,"Honda India Power Products Limited engages in the manufacture, marketing, and sale of portable generators, water pumps, general purpose engines, lawn mowers, brush cutters, portable gensets, tillers, and marine engines in India and internationally. The company also engages in marketing of outboard motors. It also exports its products. The company was formerly known as Honda Siel Power Products Limited and changed its name to Honda India Power Products Limited in July 2020. Honda India Power Products Limited was incorporated in 1985 and is headquartered in Gautam Buddha Nagar, India."
Honda India Power Products Limited (BSE:522064),BSE:522064,Honda Cars India Ltd.,"Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,Honda India Power Products Limited (BSE:522064) - Form Doc,"Honda India Power Products Limited engages in the manufacture, marketing, and sale of portable generators, water pumps, general purpose engines, lawn mowers, brush cutters, portable gensets, tillers, and marine engines in India and internationally. The company also engages in marketing of outboard motors. It also exports its products. The company was formerly known as Honda Siel Power Products Limited and changed its name to Honda India Power Products Limited in July 2020. Honda India Power Products Limited was incorporated in 1985 and is headquartered in Gautam Buddha Nagar, India."
Honda India Power Products Limited (BSE:522064),BSE:522064,Honda Gulf Fze,"Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,Honda India Power Products Limited (BSE:522064) - Form Doc,"Honda India Power Products Limited engages in the manufacture, marketing, and sale of portable generators, water pumps, general purpose engines, lawn mowers, brush cutters, portable gensets, tillers, and marine engines in India and internationally. The company also engages in marketing of outboard motors. It also exports its products. The company was formerly known as Honda Siel Power Products Limited and changed its name to Honda India Power Products Limited in July 2020. Honda India Power Products Limited was incorporated in 1985 and is headquartered in Gautam Buddha Nagar, India."
Honda India Power Products Limited (BSE:522064),BSE:522064,"Honda Motor Co., Ltd. (TSE:7267)","Self
                         ",Supplier,Industrial Machinery and Supplies and Components,Honda India Power Products Limited (BSE:522064) - Form Doc,"Honda India Power Products Limited engages in the manufacture, marketing, and sale of portable generators, water pumps, general purpose engines, lawn mowers, brush cutters, portable gensets, tillers, and marine engines in India and internationally. The company also engages in marketing of outboard motors. It also exports its products. The company was formerly known as Honda Siel Power Products Limited and changed its name to Honda India Power Products Limited in July 2020. Honda India Power Products Limited was incorporated in 1985 and is headquartered in Gautam Buddha Nagar, India."
Honda India Power Products Limited (BSE:522064),BSE:522064,Honda Motor Europe Limited,"Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,Honda India Power Products Limited (BSE:522064) - Form Doc,"Honda India Power Products Limited engages in the manufacture, marketing, and sale of portable generators, water pumps, general purpose engines, lawn mowers, brush cutters, portable gensets, tillers, and marine engines in India and internationally. The company also engages in marketing of outboard motors. It also exports its products. The company was formerly known as Honda Siel Power Products Limited and changed its name to Honda India Power Products Limited in July 2020. Honda India Power Products Limited was incorporated in 1985 and is headquartered in Gautam Buddha Nagar, India."
Honda India Power Products Limited (BSE:522064),BSE:522064,Honda Motorcycle and Scooter India Pvt. Ltd.,"Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,Honda India Power Products Limited (BSE:522064) - Form Doc,"Honda India Power Products Limited engages in the manufacture, marketing, and sale of portable generators, water pumps, general purpose engines, lawn mowers, brush cutters, portable gensets, tillers, and marine engines in India and internationally. The company also engages in marketing of outboard motors. It also exports its products. The company was formerly known as Honda Siel Power Products Limited and changed its name to Honda India Power Products Limited in July 2020. Honda India Power Products Limited was incorporated in 1985 and is headquartered in Gautam Buddha Nagar, India."
"Honda Motor Co., Ltd. (TSE:7267)",TSE:7267,Honda India Power Products Limited (BSE:522064),"Subsidiary/Investment
                         ",Licensor,Automobile Manufacturers,Honda India Power Products Limited (BSE:522064) - Form Doc,"Honda Motor Co., Ltd. develops, manufactures, and distributes motorcycles, automobiles, power, and other products in Japan, North America, Europe, Asia, and internationally. It operates through four segments: Motorcycle Business, Automobile Business, Financial Services Business, and Power Product and Other Businesses. The Motorcycle Business segment produces motorcycles, including sports, business, and commuter models; and various off-road vehicles, such as all-terrain vehicles and side-by-sides. The Automobile Business segment offers passenger cars, light trucks, and mini vehicles. The Financial Services Business segment provides various financial services, including retail lending and leasing services to customers, as well as wholesale financing services to dealers. The Power Product and Other Businesses manufactures and sells power products, such as general purpose engines, lawn mowers, generators, water pumps, brush cutters, tillers, outboard marine engines, and snow throwers. This segment also offers HondaJet aircraft. The company also sells spare parts; and provides after-sale services through retail dealers directly, as well as through independent distributors and licensees. Honda Motor Co., Ltd. was founded in 1946 and is headquartered in Tokyo, Japan."
"Honda Motor Co., Ltd. (TSE:7267)",TSE:7267,Honda India Power Products Limited (BSE:522064),"Subsidiary/Investment
                         ",Supplier,Automobile Manufacturers,Honda India Power Products Limited (BSE:522064) - Form Doc,"Honda Motor Co., Ltd. develops, manufactures, and distributes motorcycles, automobiles, power, and other products in Japan, North America, Europe, Asia, and internationally. It operates through four segments: Motorcycle Business, Automobile Business, Financial Services Business, and Power Product and Other Businesses. The Motorcycle Business segment produces motorcycles, including sports, business, and commuter models; and various off-road vehicles, such as all-terrain vehicles and side-by-sides. The Automobile Business segment offers passenger cars, light trucks, and mini vehicles. The Financial Services Business segment provides various financial services, including retail lending and leasing services to customers, as well as wholesale financing services to dealers. The Power Product and Other Businesses manufactures and sells power products, such as general purpose engines, lawn mowers, generators, water pumps, brush cutters, tillers, outboard marine engines, and snow throwers. This segment also offers HondaJet aircraft. The company also sells spare parts; and provides after-sale services through retail dealers directly, as well as through independent distributors and licensees. Honda Motor Co., Ltd. was founded in 1946 and is headquartered in Tokyo, Japan."
"Honda Motor Co., Ltd. (TSE:7267)",TSE:7267,Honda Malaysia Sdn. Bhd.,"Subsidiary/Investment
                         ",Supplier,Automobile Manufacturers,DRB-HICOM Berhad (KLSE:DRBHCOM) 2024 Form Doc,"Honda Motor Co., Ltd. develops, manufactures, and distributes motorcycles, automobiles, power, and other products in Japan, North America, Europe, Asia, and internationally. It operates through four segments: Motorcycle Business, Automobile Business, Financial Services Business, and Power Product and Other Businesses. The Motorcycle Business segment produces motorcycles, including sports, business, and commuter models; and various off-road vehicles, such as all-terrain vehicles and side-by-sides. The Automobile Business segment offers passenger cars, light trucks, and mini vehicles. The Financial Services Business segment provides various financial services, including retail lending and leasing services to customers, as well as wholesale financing services to dealers. The Power Product and Other Businesses manufactures and sells power products, such as general purpose engines, lawn mowers, generators, water pumps, brush cutters, tillers, outboard marine engines, and snow throwers. This segment also offers HondaJet aircraft. The company also sells spare parts; and provides after-sale services through retail dealers directly, as well as through independent distributors and licensees. Honda Motor Co., Ltd. was founded in 1946 and is headquartered in Tokyo, Japan."
